车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,严选车,11.15,原价11.98万,2015-12,3.9万公里,国四,2.0,0次过户,2019-12,2019-12,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhongshan/1587c246fd6330ddx.htm
起亚K2 2015款 三厢 1.4L AT GLS,严选车,4.83,原价5.29万,2015-11,3.12万公里,国五,1.4,0次过户,2019-11,2019-10,已过期,1.4L 107马力 L4,4档自动变速箱(AT),https://www.guazi.com/huizhou/0b8e6ced53c3cae8x.htm
荣威350 2010款 350C 1.5L 自动迅逸版,降价急售,¥3.68,新车指导价12.50万(含税),2012-04,8.22万公里,国四,1.5,1次过户,2020-4,2020-4,已过期,1.5L 109马力 L4,4档自动变速箱(AT),https://www.guazi.com/changzhou/0827a73f8a05ee27x.htm
比亚迪 秦 2015款 1.5T 双冠旗舰Plus版,严选车,¥6.54,新车指导价23.90万(含税),2016-04,10.2万公里,国五,1.5,0次过户,2020-4,2019-4,已过期,1.5T 154马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/537f03dc14576a00x.htm
宝马3系GT 2014款 328i 设计套装型(进口),0过户,¥26.05,新车指导价57.70万(含税),2015-03,2.29万公里,国五,2.0,0次过户,2021-3,2020-3,已过期,2.0T 245马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/nn/f69666146cb7bd80x.htm
哈弗H6 2015款 升级版 1.5T 手动两驱精英型,降价急售,¥6.05,新车指导价11.90万(含税),2015-06,5.2万公里,国四,1.5,0次过户,2019-6,2020-5,2020-5,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/cc/d1b2a3c691330b0ex.htm
奔腾X80 2017款 1.8T 自动豪华型,0过户,¥8.20,新车指导价15.00万(含税),2017-05,3.19万公里,国五,1.8,0次过户,2021-5,2020-3,已过期,1.8T 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/c3c8ac514311481fx.htm
雪铁龙 C4世嘉 2016款 1.6L 自动舒适型,0过户,¥7.00,新车指导价12.00万(含税),2016-10,1.07万公里,国五,1.6,0次过户,2020-10,2019-10,已过期,1.6L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/yibin/098d8e26258754f7x.htm
荣威W5 2011款 1.8T 2WD 自动胜域版,,¥5.73,新车指导价20.30万(含税),2013-09,8.74万公里,国四,1.8,1次过户,2019-9,2019-9,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/6140cb15ad1fb9b7x.htm
起亚 智跑 2014款 2.0L 自动两驱版GL,0过户,¥9.38,新车指导价19.40万(含税),2014-09,5.46万公里,国四,2.0,0次过户,2020-9,2019-9,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/8749404f42622493x.htm
奔驰C级 2013款 C 180 经典型 Grand Edition,严选车,¥14.91,新车指导价34.20万(含税),2014-04,6.31万公里,国四,1.8,0次过户,2020-4,2020-4,已过期,1.8T 156马力 L4,7档手自一体变速箱(AT),https://www.guazi.com/sz/27c4d803e2bf2becx.htm
福特 福克斯 2012款 三厢 1.6L 自动舒适型,降价急售,¥5.70,新车指导价14.20万(含税),2014-04,7.6万公里,国四,1.6,0次过户,2020-4,2020-4,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/baoding/14a3551a7903b59bx.htm
大众POLO 2016款 1.4L 自动风尚型,0过户,¥6.00,新车指导价9.50万(含税),2016-03,4.71万公里,国五,1.4,0次过户,2020-3,2020-3,已过期,1.4L 90马力 L4,6档自动变速箱(AT),https://www.guazi.com/jstaizhou/ff84f6f4fc698802x.htm
荣威i6 2017款 20T 自动互联网智享版,严选车,7.48,原价7.66万,2018-03,4.17万公里,国五,1.5,0次过户,2020-3,2020-1,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dg/fc5c0c3ea0bb7994x.htm
奔驰GLK级 2013款 改款 GLK 300 4MATIC 豪华型,,¥27.00,新车指导价60.60万(含税),2015-02,5.78万公里,国五,3.0,1次过户,2021-2,2020-1,已过期,3.0L 245马力 V6,7档手自一体变速箱(AT),https://www.guazi.com/sz/fb9b23bd1da93f30x.htm
雪铁龙 世嘉 2016款 经典 三厢 1.6L 手动品尚型,降价急售,¥5.00,新车指导价10.40万(含税),2015-12,2.09万公里,国五,1.6,0次过户,2019-12,2020-1,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/nc/f9ce28add64d5ac7x.htm
哈弗H2 2016款 红标 1.5T 自动两驱豪华型,0过户,¥7.30,新车指导价13.30万(含税),2016-03,4.69万公里,国四,1.5,0次过户,2020-3,2019-2,已过期,1.5T 150马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/5dc86719702115bax.htm
斯柯达 晶锐 2014款 1.6L 自动晶享版,降价急售,¥4.80,新车指导价12.40万(含税),2015-01,6.28万公里,国四,1.6,1次过户,2019-1,2019-1,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/yichang/95a2c5c61da0d2bbx.htm
WEY P8 2018款 2.0T 旗舰型,准新车,¥25.00,新车指导价30.40万(含税),2018-09,0.47万公里,国五,2.0,0次过户,2020-9,2019-9,已过期,2.0T 234马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/dce4d3f0db752bf6x.htm
五菱宏光 2014款 1.5L S标准型,严选车,2.93,原价3.04万,2016-08,7.36万公里,国五,1.5,0次过户,2020-8,2019-7,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/5efbeb9b9d232c11x.htm
大众 高尔夫 2016款 1.6L 自动舒适型,降价急售,¥8.70,新车指导价15.70万(含税),2016-08,3.32万公里,国五,1.6,1次过户,2020-8,2019-10,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hf/915976142822d644x.htm
雪佛兰 科鲁兹 2013款 掀背 1.6T 自动旗舰型,,¥5.22,新车指导价16.30万(含税),2013-10,4.77万公里,国四,1.6,1次过户,2019-10,2019-10,已过期,1.6T 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/fcf63d6fa20fdd7cx.htm
福特 福克斯 2015款 三厢 1.6L 自动风尚型,,¥7.30,新车指导价14.80万(含税),2015-12,7.61万公里,国五,1.6,1次过户,2019-9,2019-11,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/44408d69013b8c58x.htm
日产 天籁 2013款 2.0L XL舒适版,降价急售,¥13.30,新车指导价20.20万(含税),2016-01,5.17万公里,国五,2.0,0次过户,2020-1,2020-1,已过期,2.0L 141马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/tj/620a6a8a5cc13a4ex.htm
福特 福克斯 2013款 两厢经典 1.8L 手动基本型,降价急售,¥4.60,新车指导价10.80万(含税),2014-05,7.05万公里,国四,1.8,0次过户,2020-5,2020-4,已过期,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/ef4ceb3775e076e9x.htm
大众 途观 2015款 1.8TSI 自动两驱豪华型,降价急售,¥13.86,新车指导价28.20万(含税),2014-09,2.73万公里,国五,1.8,0次过户,2020-9,2019-9,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/shaoxing/96edacc79daac959x.htm
丰田 卡罗拉 2017款 改款 1.2T S-CVT GL-i,0过户,¥10.40,新车指导价13.90万(含税),2017-09,4.03万公里,国五,1.2,0次过户,2019-9,2019-9,已过期,1.2T 116马力 L4,8档无级变速箱(CVT),https://www.guazi.com/xa/620451074511f6d5x.htm
大众 甲壳虫 2013款 1.4TSI 豪华型(进口),0过户,¥12.50,新车指导价32.50万(含税),2013-12,7.27万公里,国四,1.4,0次过户,2019-12,2019-12,2019-12,1.4 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/yantai/c226044c75a79ee2x.htm
大众 朗逸 2013款 改款经典 1.6L 手动舒适版,降价急售,¥8.24,新车指导价13.70万(含税),2017-04,4.65万公里,国五,1.6,0次过户,2021-4,2020-4,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/9b2a17ac76be3461x.htm
大众 捷达 2015款 1.6L 自动时尚型,严选车,5.31,原价5.87万,2015-03,5.07万公里,国五,1.6,0次过户,2021-3,2020-3,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/foshan/6919d79b84148fccx.htm
别克 君威 2014款 2.0L 领先时尚型,0过户,¥9.34,新车指导价19.40万(含税),2014-04,8.02万公里,国四,2.0,0次过户,2020-4,2020-5,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/a5515bdc706e8abdx.htm
奇瑞 艾瑞泽5 2017款 1.5L CVT领潮版,严选车,¥4.97,新车指导价6.90万(含税),2018-11,0.3万公里,国五,1.5,0次过户,2020-11,2019-11,已过期,1.5L 116马力 L4,7档无级变速箱(CVT),https://www.guazi.com/foshan/44de7cf1a38ff8f7x.htm
奥迪A4L 2015款 35 TFSI 百万纪念智领型,严选车,17.83,原价18.52万,2015-07,1.65万公里,国五,2.0,2次过户,2019-7,2019-8,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/gz/d54ec9a0047d72b4x.htm
福特 蒙迪欧-致胜 2011款 2.0L GTDi200时尚型,0过户,¥7.50,新车指导价21.70万(含税),2012-07,11.77万公里,国四,2.0,0次过户,2019-7,2019-7,已过期,2.0T 203马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/11c19538d4a25809x.htm
起亚K3 2015款 1.6L 自动GLS,0过户,¥7.29,新车指导价13.50万(含税),2016-01,5.36万公里,国四,1.6,0次过户,2020-1,2020-1,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/su/945163701be28faax.htm
雪佛兰 赛欧 2010款 三厢 1.2L AMT理想版,严选车,2.63,原价2.73万,2012-01,3.59万公里,国四,1.2,0次过户,2020-1,2020-2,已过期,1.2L 87马力 L4,5档机械式自动变速箱(AMT),https://www.guazi.com/dg/597f7de7a954baedx.htm
大众 朗逸 2013款 改款经典 1.6L 手动舒适版,严选车,¥5.43,新车指导价13.70万(含税),2014-12,13.64万公里,国四,1.6,0次过户,2020-12,2019-12,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/8ea5e4b0898b534fx.htm
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型,降价急售,¥10.95,新车指导价13.40万(含税),2019-03,0.09万公里,国五,1.5,0次过户,2021-3,2020-3,2020-3,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/foshan/f117514d7047eec4x.htm
大众 帕萨特 2011款 2.0TSI DSG至尊版,严选车,9.45,原价10.33万,2011-09,13.69万公里,国四,2.0,2次过户,2019-9,2019-9,2019-9,2.0T 200马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/dg/7f9dbf4878b60e67x.htm
大众 朗逸 2013款 改款经典 1.6L 手动风尚版,0过户,¥7.60,新车指导价12.30万(含税),2016-09,1.73万公里,国五,1.6,0次过户,2020-9,2019-9,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/1d0a281bb148b37bx.htm
大众POLO 2014款 1.6L 自动豪华版,,¥7.00,新车指导价12.60万(含税),2015-04,4.61万公里,国五,1.6,1次过户,2021-4,2020-4,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/5cb993fcd64e1872x.htm
奥迪A4L 2017款 40 TFSI 时尚型,0过户,¥22.50,新车指导价36.90万(含税),2016-11,2.41万公里,国五,2.0,0次过户,2020-11,2019-11,已过期,2.0T 190马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/hf/41619417d5ccc3acx.htm
本田 锋范经典 2012款 1.5L 手动精英版,严选车,4.07,原价4.57万,2013-08,6.56万公里,国四,1.5,0次过户,2019-8,2019-8,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/huizhou/730b1f9267b0fcc0x.htm
福特 翼搏 2013款 1.5L 自动尊贵型,0过户,¥6.80,新车指导价13.90万(含税),2014-07,9.5万公里,国四,1.5,0次过户,2020-7,2019-11,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/nmg/acfc59826428d081x.htm
丰田 雷凌 2017款 改款双擎 1.8H GS CVT精英天窗版,降价急售,¥13.00,新车指导价15.20万(含税),2018-04,1.25万公里,国五,1.8,0次过户,2020-4,2019-4,2019-4,1.8L 99马力 L4,无级变速档电子无级变速箱(E-CVT),https://www.guazi.com/sz/e876d70db0432b8dx.htm
荣威RX5 2016款 20T 两驱自动互联网智享版,严选车,8.48,原价8.95万,2016-12,4.79万公里,国五,1.5,0次过户,2020-12,2019-12,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/huizhou/eafd760c627d1b5ax.htm
现代 索纳塔九 2015款 1.6T GLS智能型,0过户,¥12.50,新车指导价21.10万(含税),2015-10,4.46万公里,国五,1.6,0次过户,2019-10,2019-9,已过期,1.6T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dg/38d8d4475811a8afx.htm
日产 轩逸 2012款 1.6XL CVT豪华版,降价急售,¥7.10,新车指导价14.70万(含税),2013-10,4.86万公里,国四,1.6,0次过户,2019-10,2019-9,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/dl/0c8ecb6ee46893ebx.htm
陆风X7 2015款 2.0T 全景尊贵版,降价急售,¥6.78,新车指导价15.20万(含税),2016-01,6.97万公里,国五,2.0,0次过户,2020-1,2019-12,已过期,2.0T 190马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/hf/ef2c9dc6c106035fx.htm
别克 英朗 2015款 15N 自动豪华型,严选车,6.40,原价6.99万,2015-12,5.79万公里,国五,1.5,0次过户,2019-12,2019-12,已过期,1.5L 114马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/foshan/0d3d0a099ca68aa7x.htm
菲亚特致悦 2014款 1.4T 自动运动版,降价急售,¥6.20,新车指导价15.10万(含税),2016-04,4.5万公里,国五,1.4,1次过户,2020-4,2020-4,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/wx/c5da7cfaa17e5851x.htm
日产 轩逸 2018款 1.6XV CVT尊享版,准新车,¥11.00,新车指导价15.00万(含税),2018-03,1.77万公里,国五,1.6,0次过户,2020-3,2020-3,2020-3,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/jn/0f0a0a30bc7948c3x.htm
现代 索纳塔九 2015款 1.6T GLS智能型,严选车,¥10.56,新车指导价21.10万(含税),2016-01,5.77万公里,国五,1.6,0次过户,2020-1,2019-12,已过期,1.6T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dg/fdb51c2f05f3d705x.htm
凯迪拉克CTS 2010款 3.0豪华运动版(进口),,¥10.42,新车指导价46.70万(含税),2010-12,8.61万公里,国四,3.0,1次过户,2019-12,2020-1,已过期,3.0L 276马力 V6,6档手自一体变速箱(AT),https://www.guazi.com/foshan/95100fecca3be1d1x.htm
海马 福美来 2014款 M5 1.6L 手动精英型,0过户,¥4.00,新车指导价8.60万(含税),2014-08,3.85万公里,国四,1.6,0次过户,2020-8,2019-8,已过期,1.6L 125马力 L4,6档手动变速箱(MT),https://www.guazi.com/langfang/56038ad2723c05ecx.htm
Jeep 自由侠 2016款 1.4T 自动劲能版,0过户,¥9.90,新车指导价17.20万(含税),2016-12,5.67万公里,国五,1.4,0次过户,2020-12,2019-12,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/weifang/66312adc66ccc839x.htm
福特 福睿斯 2015款 1.5L 手动舒适型,严选车,4.58,原价4.86万,2015-02,6.13万公里,国五,1.5,0次过户,2021-2,2020-1,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/huizhou/132ff792d66af3dcx.htm
Jeep 指南者 2017款 200T 自动家享版,准新车,¥14.00,新车指导价19.50万(含税),2018-10,0.2万公里,国五,1.4,0次过户,2020-10,2019-10,已过期,1.4T 165马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/nmg/f77c186a94630004x.htm
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,0过户,¥7.82,新车指导价16.30万(含税),2015-10,4.3万公里,国四,1.4,0次过户,2019-10,2019-10,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/b973930333d9718fx.htm
福特 福克斯 2012款 三厢 1.6L 手动风尚型,,¥5.21,新车指导价14.40万(含税),2014-07,4.39万公里,国四,1.6,1次过户,2020-7,2019-7,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/yancheng/469954eb49a8cb13x.htm
丰田 雷凌 2016款 1.6E 手动新锐版,降价急售,¥6.77,新车指导价11.70万(含税),2016-06,6.98万公里,国五,1.6,0次过户,2020-6,2019-5,2020-5,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/linyi/de205ac0ed78bb5cx.htm
荣威RX5 2016款 30T 四驱自动互联网智尊版,严选车,¥11.06,新车指导价20.30万(含税),2017-06,4.87万公里,国五,2.0,1次过户,2019-6,2019-6,已过期,2.0T 220马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sz/9cc4c9b2ee3d2e7cx.htm
起亚K3 2013款 1.6L 自动GLS,0过户,¥6.00,新车指导价13.50万(含税),2014-06,3.11万公里,国四,1.6,0次过户,2020-6,2019-6,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/cf42236e25d945bcx.htm
大众POLO 2016款 1.6L 自动豪华型,,¥7.90,新车指导价12.60万(含税),2017-07,0.97万公里,国五,1.6,1次过户,2019-7,2019-7,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/wenzhou/5c47c466c4347493x.htm
标致2008 2014款 1.6L 手动潮流版,降价急售,¥5.55,新车指导价10.80万(含税),2016-06,2.87万公里,国五,1.6,2次过户,2020-6,2019-11,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/fdfe692f2de47492x.htm
别克 昂科拉 2015款 1.4T 手动两驱都市进取型,降价急售,¥7.80,新车指导价15.20万(含税),2016-02,1.61万公里,国五,1.4,0次过户,2020-2,2020-1,2020-1,1.4T 140马力 L4,6档手动变速箱(MT),https://www.guazi.com/wei/b7be6102056c2dffx.htm
奥迪A4L 2016款 35 TFSI 典藏版 S line舒适型,0过户,¥22.92,新车指导价36.10万(含税),2016-05,3.71万公里,国五,2.0,0次过户,2020-5,2020-5,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/dl/3ffb1017460e628dx.htm
力帆 迈威 2017款 1.8L 手动精英型,0过户,¥3.80,新车指导价6.80万(含税),2017-03,6.65万公里,国五,1.8,0次过户,2021-3,2020-3,已过期,1.8L 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/733576b1265d7f4ax.htm
DS 5LS 2014款 1.6T 豪华版THP200,降价急售,¥11.15,新车指导价23.50万(含税),2017-07,1.25万公里,国五,1.6,0次过户,2019-7,2019-7,已过期,1.6T 200马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/fz/a62987af8939c2e2x.htm
本田CR-V 2012款 2.4L 四驱豪华版,严选车,11.78,原价12.89万,2012-05,14.01万公里,国四,2.4,0次过户,2019-5,2020-4,已过期,2.4L 190马力 L4,5档自动变速箱(AT),https://www.guazi.com/dg/2509c178b263de19x.htm
起亚K3 2013款 1.6L 自动GL,0过户,¥6.05,新车指导价12.20万(含税),2014-12,5.17万公里,国四,1.6,0次过户,2020-12,2019-11,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jstaizhou/5bcf0dd2b53ab534x.htm
福特 翼搏 2013款 1.5L 自动风尚型,0过户,¥6.00,新车指导价12.20万(含税),2013-06,5.25万公里,国四,1.5,0次过户,2020-6,2020-5,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/lz/c9dcf4ac8c550921x.htm
宝马3系 2013款 316i 运动设计套装,降价急售,¥16.15,新车指导价33.60万(含税),2014-03,6.09万公里,国四,1.6,1次过户,2020-3,2020-3,已过期,1.6T 136马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/jn/9cc775f9593c1549x.htm
本田 雅阁 2015款 2.0L LX 舒适版,0过户,¥13.50,新车指导价19.50万(含税),2015-07,7.15万公里,国四,2.0,0次过户,2019-7,2019-7,已过期,2.0L 155马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sy/a7c8f3ebf2a085c0x.htm
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,严选车,4.93,原价5.36万,2014-07,7.12万公里,国四,1.5,0次过户,2020-7,2019-7,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/dg/eec6cae3dc96ba58x.htm
北汽幻速S3 2014款 1.5L 舒适型 国IV,0过户,¥3.20,新车指导价7.10万(含税),2014-09,4.1万公里,国四,1.5,0次过户,2020-9,2019-9,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/yancheng/c98a00dfd32092d8x.htm
现代 朗动 2012款 1.6L 手动领先型,降价急售,¥4.40,新车指导价12.60万(含税),2013-12,13.45万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 128马力 L4,6档手动变速箱(MT),https://www.guazi.com/jn/47d4a726257392a2x.htm
福特 福克斯 2012款 两厢 1.6L 自动舒适型,降价急售,¥6.25,新车指导价14.20万(含税),2014-08,7.12万公里,国四,1.6,0次过户,2020-8,2019-8,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/huaian/a676e1e84a52ee8ax.htm
东风风行 景逸X3 2014款 1.5L 豪华型,0过户,¥3.50,新车指导价7.90万(含税),2015-01,7.09万公里,国四,1.5,0次过户,2021-1,2020-1,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/zibo/eef78da52d64b7b7x.htm
纳智捷 优6 SUV 2014款 1.8T 时尚型,降价急售,¥5.50,新车指导价16.30万(含税),2014-11,3.75万公里,国五,1.8,0次过户,2020-11,2019-6,已过期,1.8T 158马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/quanzhou/c7409a65ed7a465cx.htm
丰田 凯美瑞 2012款 骏瑞 2.0S 耀动版,,¥12.30,新车指导价19.50万(含税),2014-10,8.21万公里,国五,2.0,2次过户,2020-10,2019-10,已过期,2.0L 150马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/sy/deba315479536d03x.htm
日产 阳光 2015款 1.5XE CVT舒适版,降价急售,¥5.73,新车指导价9.70万(含税),2017-10,10.82万公里,国五,1.5,0次过户,2019-10,2019-10,已过期,1.5L 112马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/xm/a79740b3a2df2676x.htm
雪佛兰 科帕奇 2017款 2.4L 四驱旗舰版 7座,0过户,¥13.34,新车指导价22.80万(含税),2017-11,2.01万公里,国五,2.4,0次过户,2019-11,2019-11,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hf/fa75393ec597a7b6x.htm
宝骏560 2015款 1.8L 手动豪华型,严选车,4.51,原价4.64万,2015-11,3.6万公里,国五,1.8,0次过户,2019-11,2019-11,已过期,1.8L 137马力 L4,5档手动变速箱(MT),https://www.guazi.com/huizhou/24c7a22a69fc7944x.htm
丰田 凯美瑞 2013款 2.0G 舒适版,0过户,¥12.50,新车指导价20.60万(含税),2014-05,6.81万公里,国四,2.0,0次过户,2020-5,2020-5,已过期,2.0L 148马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/foshan/60911cb6d890f74dx.htm
东风风行 菱智 2013款 M5 Q7 2.0L 7座长轴舒适型,0过户,¥3.80,新车指导价8.90万(含税),2015-06,4.42万公里,国四,2.0,0次过户,2019-6,2020-5,已过期,2.0L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/xiangyang/319ac488c8ed5ec8x.htm
福特 福克斯 2017款 两厢 1.6L 自动舒适型智行版,,¥8.00,新车指导价13.80万(含税),2017-02,2.35万公里,国五,1.6,1次过户,2021-2,2020-2,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/zibo/1c0fb2dc973c2cc6x.htm
福特 锐界 2016款 EcoBoost 245 两驱豪锐型 7座,降价急售,¥19.50,新车指导价32.50万(含税),2016-01,7.12万公里,国五,2.0,1次过户,2020-1,2020-3,已过期,2.0T 245马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/dabd4c9401c47e94x.htm
马自达 昂克赛拉 2017款 两厢 2.0L 自动运动型,严选车,10.93,原价12.05万,2017-08,2.11万公里,国五,2.0,0次过户,2019-7,2019-7,2019-7,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhongshan/dd7a80d68d7819d4x.htm
传祺GS4 2017款 235T 自动两驱豪华智联版,0过户,¥9.10,新车指导价15.60万(含税),2017-11,2.7万公里,国五,1.5,0次过户,2019-11,2019-11,已过期,1.5T 152马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/qd/c0ca7324d77a0e24x.htm
雪佛兰 迈锐宝 2016款 2.0L 自动豪华版,严选车,8.92,原价9.79万,2016-05,7.33万公里,国五,2.0,0次过户,2020-5,2019-5,2019-5,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhongshan/1de7d31c952eef87x.htm
大众 速腾 2015款 1.6L 手动舒适型,降价急售,¥7.10,新车指导价15.10万(含税),2015-02,6.04万公里,国四,1.6,0次过户,2021-2,2020-2,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/xuzhou/0174f87702b4f9dbx.htm
大众 速腾 2017款 230TSI 自动舒适型,降价急售,¥10.95,新车指导价17.50万(含税),2017-07,2.91万公里,国五,1.4,0次过户,2021-7,2019-7,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/hf/5728526420f579bfx.htm
起亚 智跑 2016款 2.0L 手动两驱版GL,降价急售,¥9.80,新车指导价15.70万(含税),2017-01,8.38万公里,国五,2.0,0次过户,2021-1,2020-1,已过期,2.0L 165马力 L4,6档手动变速箱(MT),https://www.guazi.com/jn/d1c9eefd799f3251x.htm
奔驰 威霆 2016款 2.0T 精英版,0过户,¥30.00,,2017-03,2.64万公里,国五,2.0,0次过户,2021-3,2020-3,已过期,2.0T 211马力 L4,7档手自一体变速箱(AT),https://www.guazi.com/bj/6a215dcdbc57531bx.htm
丰田 雅力士 2011款 1.6E 自动魅动版,降价急售,¥4.00,新车指导价10.30万(含税),2012-08,8.06万公里,国四,1.6,2次过户,2019-8,2019-9,已过期,1.6L 118马力 L4,4档自动变速箱(AT),https://www.guazi.com/su/ce602aac7fb83899x.htm
本田 雅阁 2014款 2.4L EX 豪华版,0过户,¥15.00,新车指导价24.90万(含税),2015-06,6.48万公里,国四,2.4,0次过户,2021-6,2019-7,已过期,2.4L 186马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/anshan/365cb93308940568x.htm
奥迪A4L 2018款 30周年年型 40 TFSI 进取型,降价急售,¥24.25,新车指导价33.30万(含税),2018-10,0.76万公里,国五,2.0,0次过户,2020-10,2019-9,已过期,2.0T 190马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/weifang/fa802055e201a41dx.htm
