车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
起亚 智跑 2012款 2.0L 自动两驱版GLS,严选车,7.40,原价7.98万,2013-07,4.81万公里,国四,2.0,0次过户,2019-7,2019-6,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/0bef14e711282c57x.htm
日产 天籁 2018款 2.0L XL 智进版,准新车,¥15.20,新车指导价20.30万(含税),2018-11,2.86万公里,国五,2.0,0次过户,2020-11,2019-11,2019-11,2.0L 150马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sh/1e6cea52573e4aa8x.htm
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型,降价急售,¥10.95,新车指导价13.40万(含税),2019-03,0.09万公里,国五,1.5,0次过户,2021-3,2020-3,2020-3,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/foshan/f117514d7047eec4x.htm
大众 朗逸 2013款 改款经典 1.6L 手动风尚版,0过户,¥7.60,新车指导价12.30万(含税),2016-09,1.73万公里,国五,1.6,0次过户,2020-9,2019-9,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/1d0a281bb148b37bx.htm
大众POLO 2014款 1.6L 自动豪华版,,¥7.00,新车指导价12.60万(含税),2015-04,4.61万公里,国五,1.6,1次过户,2021-4,2020-4,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hz/5cb993fcd64e1872x.htm
江淮 瑞风S3 2016款 1.5L CVT豪华智能型,严选车,4.27,原价4.78万,2016-01,3.37万公里,国五,1.5,0次过户,2020-1,2019-12,已过期,1.5L 113马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/wenzhou/80aa96e30ff3fff8x.htm
奥迪A4L 2017款 40 TFSI 时尚型,0过户,¥22.50,新车指导价36.90万(含税),2016-11,2.41万公里,国五,2.0,0次过户,2020-11,2019-11,已过期,2.0T 190马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/hf/41619417d5ccc3acx.htm
福特 翼搏 2013款 1.5L 自动尊贵型,0过户,¥6.80,新车指导价13.90万(含税),2014-07,9.5万公里,国四,1.5,0次过户,2020-7,2019-11,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/nmg/acfc59826428d081x.htm
福特 锐界 2012款 2.0T 精锐天窗版(进口),严选车,11.68,原价11.92万,2013-07,9.1万公里,国四,2.0,0次过户,2019-7,2019-7,已过期,2.0T 243马力 L4,6档自动变速箱(AT),https://www.guazi.com/hz/723fec805c614affx.htm
现代 朗动 2015款 1.6L 自动领先型,严选车,6.51,原价6.77万,2015-11,5.78万公里,国四,1.6,1次过户,2019-11,2019-11,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nb/70b8e7365cdce5e2x.htm
马自达 昂克赛拉 2017款 两厢 2.0L 自动运动型,严选车,¥11.32,新车指导价17.40万(含税),2017-11,2.16万公里,国五,2.0,0次过户,2019-11,2019-10,已过期,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/800bccda33eb7b4dx.htm
丰田 雷凌 2017款 改款双擎 1.8H GS CVT精英天窗版,降价急售,¥13.00,新车指导价15.20万(含税),2018-04,1.25万公里,国五,1.8,0次过户,2020-4,2019-4,2019-4,1.8L 99马力 L4,无级变速档电子无级变速箱(E-CVT),https://www.guazi.com/sz/e876d70db0432b8dx.htm
现代 索纳塔九 2015款 1.6T GLS智能型,0过户,¥12.50,新车指导价21.10万(含税),2015-10,4.46万公里,国五,1.6,0次过户,2019-10,2019-9,已过期,1.6T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/dg/38d8d4475811a8afx.htm
陆风X7 2015款 2.0T 全景尊贵版,降价急售,¥6.78,新车指导价15.20万(含税),2016-01,6.97万公里,国五,2.0,0次过户,2020-1,2019-12,已过期,2.0T 190马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/hf/ef2c9dc6c106035fx.htm
日产 轩逸 2012款 1.6XL CVT豪华版,降价急售,¥7.10,新车指导价14.70万(含税),2013-10,4.86万公里,国四,1.6,0次过户,2019-10,2019-9,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/dl/0c8ecb6ee46893ebx.htm
菲亚特致悦 2014款 1.4T 自动运动版,降价急售,¥6.20,新车指导价15.10万(含税),2016-04,4.5万公里,国五,1.4,1次过户,2020-4,2020-4,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/wx/c5da7cfaa17e5851x.htm
日产 轩逸 2018款 1.6XV CVT尊享版,准新车,¥11.00,新车指导价15.00万(含税),2018-03,1.76万公里,国五,1.6,0次过户,2020-3,2020-3,2020-3,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/jn/0f0a0a30bc7948c3x.htm
奇瑞 瑞虎7 2018款 1.5T 自动豪华版,严选车,7.48,原价7.77万,2017-12,3.92万公里,国五,1.5,1次过户,2019-12,2019-12,2019-12,1.5T 147马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sh/e7eea57f2e740fd3x.htm
沃尔沃S80L 2012款 2.0T T5 智雅版,严选车,¥13.29,新车指导价44.00万(含税),2013-01,6.82万公里,国四,2.0,0次过户,2020-1,2019-12,已过期,2.0T 240马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/hz/50b8b3e9ca913571x.htm
海马 福美来 2014款 M5 1.6L 手动精英型,0过户,¥4.00,新车指导价8.60万(含税),2014-08,3.85万公里,国四,1.6,0次过户,2020-8,2019-8,已过期,1.6L 125马力 L4,6档手动变速箱(MT),https://www.guazi.com/langfang/56038ad2723c05ecx.htm
宝马X1 2016款 sDrive18Li 时尚型,严选车,18.46,原价19.22万,2017-04,1.03万公里,国五,1.5,1次过户,2021-4,2020-4,已过期,1.5T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/sh/35df8f51731bce81x.htm
Jeep 自由侠 2016款 1.4T 自动劲能版,0过户,¥9.90,新车指导价17.20万(含税),2016-12,5.67万公里,国五,1.4,0次过户,2020-12,2019-12,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/weifang/66312adc66ccc839x.htm
大众 朗逸 2008款 1.6L 自动品悠版,严选车,¥3.45,新车指导价13.50万(含税),2009-09,9.99万公里,国四,1.6,1次过户,2019-9,2019-9,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jiaxing/60a22f4317f80c52x.htm
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,0过户,¥7.82,新车指导价16.30万(含税),2015-10,4.3万公里,国四,1.4,0次过户,2019-10,2019-10,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/b973930333d9718fx.htm
Jeep 指南者 2017款 200T 自动家享版,准新车,¥14.00,新车指导价19.50万(含税),2018-10,0.2万公里,国五,1.4,0次过户,2020-10,2019-10,已过期,1.4T 165马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/nmg/f77c186a94630004x.htm
福特 福克斯 2012款 三厢 1.6L 手动风尚型,,¥5.21,新车指导价14.40万(含税),2014-07,4.39万公里,国四,1.6,1次过户,2020-7,2019-7,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/yancheng/469954eb49a8cb13x.htm
丰田 雷凌 2016款 1.6E 手动新锐版,降价急售,¥6.77,新车指导价11.70万(含税),2016-06,6.98万公里,国五,1.6,0次过户,2020-6,2019-5,2020-5,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/linyi/de205ac0ed78bb5cx.htm
起亚K3 2013款 1.6L 自动GLS,0过户,¥6.00,新车指导价13.50万(含税),2014-06,3.11万公里,国四,1.6,0次过户,2020-6,2019-6,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/cf42236e25d945bcx.htm
大众POLO 2016款 1.6L 自动豪华型,,¥7.90,新车指导价12.60万(含税),2017-07,0.97万公里,国五,1.6,1次过户,2019-7,2019-7,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/wenzhou/5c47c466c4347493x.htm
标致2008 2014款 1.6L 手动潮流版,降价急售,¥5.55,新车指导价10.80万(含税),2016-06,2.87万公里,国五,1.6,2次过户,2020-6,2019-11,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/fdfe692f2de47492x.htm
别克 昂科拉 2015款 1.4T 手动两驱都市进取型,降价急售,¥7.80,新车指导价15.20万(含税),2016-02,1.61万公里,国五,1.4,0次过户,2020-2,2020-1,2020-1,1.4T 140马力 L4,6档手动变速箱(MT),https://www.guazi.com/wei/b7be6102056c2dffx.htm
奥迪A4L 2016款 35 TFSI 典藏版 S line舒适型,0过户,¥22.92,新车指导价36.10万(含税),2016-05,3.71万公里,国五,2.0,0次过户,2020-5,2020-5,已过期,2.0T 180马力 L4,8档无级变速箱(CVT),https://www.guazi.com/dl/3ffb1017460e628dx.htm
力帆 迈威 2017款 1.8L 手动精英型,0过户,¥3.80,新车指导价6.80万(含税),2017-03,6.65万公里,国五,1.8,0次过户,2021-3,2020-3,已过期,1.8L 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/733576b1265d7f4ax.htm
DS 5LS 2014款 1.6T 豪华版THP200,降价急售,¥11.15,新车指导价23.50万(含税),2017-07,1.25万公里,国五,1.6,0次过户,2019-7,2019-7,已过期,1.6T 200马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/fz/a62987af8939c2e2x.htm
起亚K3 2013款 1.6L 自动GL,0过户,¥6.05,新车指导价12.20万(含税),2014-12,5.17万公里,国四,1.6,0次过户,2020-12,2019-11,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jstaizhou/5bcf0dd2b53ab534x.htm
福特 翼搏 2013款 1.5L 自动风尚型,0过户,¥6.00,新车指导价12.20万(含税),2013-06,5.25万公里,国四,1.5,0次过户,2020-6,2020-5,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/lz/c9dcf4ac8c550921x.htm
宝马3系 2013款 316i 运动设计套装,降价急售,¥16.15,新车指导价33.60万(含税),2014-03,6.09万公里,国四,1.6,1次过户,2020-3,2020-3,已过期,1.6T 136马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/jn/9cc775f9593c1549x.htm
本田 雅阁 2015款 2.0L LX 舒适版,0过户,¥13.50,新车指导价19.50万(含税),2015-07,7.15万公里,国四,2.0,0次过户,2019-7,2019-7,已过期,2.0L 155马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sy/a7c8f3ebf2a085c0x.htm
五菱宏光 2018款 1.5L S标准型L2B,准新车,¥4.20,新车指导价5.70万(含税),2018-01,1.33万公里,国五,1.5,0次过户,2020-1,2020-1,已过期,1.5L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhongshan/b7fb780a696a1446x.htm
别克 君越 2011款 2.4L SIDI豪雅版,严选车,6.69,原价6.83万,2011-08,7.39万公里,国四,2.4,0次过户,2019-8,2019-7,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/0b5e90ebe71ce4acx.htm
奥迪Q5 2012款 2.0TFSI 舒适型,0过户,¥20.00,新车指导价52.30万(含税),2013-04,7.28万公里,国四,2.0,0次过户,2020-4,2020-3,已过期,2.0T 211马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sh/18320e7574674f79x.htm
北汽幻速S3 2014款 1.5L 舒适型 国IV,0过户,¥3.20,新车指导价7.10万(含税),2014-09,4.1万公里,国四,1.5,0次过户,2020-9,2019-9,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/yancheng/c98a00dfd32092d8x.htm
现代 朗动 2012款 1.6L 手动领先型,降价急售,¥4.40,新车指导价12.60万(含税),2013-12,13.45万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 128马力 L4,6档手动变速箱(MT),https://www.guazi.com/jn/47d4a726257392a2x.htm
MINI Countryman 2011款 1.6L ONE,严选车,¥11.02,新车指导价28.10万(含税),2013-12,4.44万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 98马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/c6f49f9a5c2a57a9x.htm
福特 福克斯 2012款 两厢 1.6L 自动舒适型,降价急售,¥6.25,新车指导价14.20万(含税),2014-08,7.12万公里,国四,1.6,0次过户,2020-8,2019-8,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/huaian/a676e1e84a52ee8ax.htm
东风风行 景逸X3 2014款 1.5L 豪华型,0过户,¥3.50,新车指导价7.90万(含税),2015-01,7.09万公里,国四,1.5,0次过户,2021-1,2020-1,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/zibo/eef78da52d64b7b7x.htm
丰田 凯美瑞 2012款 骏瑞 2.0S 耀动版,,¥12.30,新车指导价19.50万(含税),2014-10,8.21万公里,国五,2.0,2次过户,2020-10,2019-10,已过期,2.0L 150马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/sy/deba315479536d03x.htm
日产 阳光 2015款 1.5XE CVT舒适版,降价急售,¥5.73,新车指导价9.70万(含税),2017-10,10.82万公里,国五,1.5,0次过户,2019-10,2019-10,已过期,1.5L 112马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/xm/a79740b3a2df2676x.htm
雪佛兰 科帕奇 2017款 2.4L 四驱旗舰版 7座,0过户,¥13.34,新车指导价22.80万(含税),2017-11,2.01万公里,国五,2.4,0次过户,2019-11,2019-11,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hf/fa75393ec597a7b6x.htm
丰田 凯美瑞 2013款 2.0G 舒适版,0过户,¥12.50,新车指导价20.60万(含税),2014-05,6.81万公里,国四,2.0,0次过户,2020-5,2020-5,已过期,2.0L 148马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/foshan/60911cb6d890f74dx.htm
福特 福克斯 2017款 两厢 1.6L 自动舒适型智行版,,¥8.00,新车指导价13.80万(含税),2017-02,2.35万公里,国五,1.6,1次过户,2021-2,2020-2,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/zibo/1c0fb2dc973c2cc6x.htm
福特 锐界 2016款 EcoBoost 245 两驱豪锐型 7座,降价急售,¥19.50,新车指导价32.50万(含税),2016-01,7.12万公里,国五,2.0,1次过户,2020-1,2020-3,已过期,2.0T 245马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hrb/dabd4c9401c47e94x.htm
别克 威朗 2017款 三厢 20T 双离合精英型,严选车,8.97,原价9.88万,2017-04,3.25万公里,国五,1.5,1次过户,2021-4,2019-4,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/jinhua/8a9fa0c4a37e2ad8x.htm
宝骏630 2016款 1.5L 手动精英型,严选车,3.45,原价3.81万,2016-12,2.12万公里,国五,1.5,1次过户,2020-12,2019-12,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/jinhua/e52e92c556c98881x.htm
传祺GS4 2017款 235T 自动两驱豪华智联版,0过户,¥9.10,新车指导价15.60万(含税),2017-11,2.7万公里,国五,1.5,0次过户,2019-11,2019-11,已过期,1.5T 152马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/qd/c0ca7324d77a0e24x.htm
大众 速腾 2015款 1.6L 手动舒适型,降价急售,¥7.10,新车指导价15.10万(含税),2015-02,6.04万公里,国四,1.6,0次过户,2021-2,2020-2,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/xuzhou/0174f87702b4f9dbx.htm
大众 速腾 2017款 230TSI 自动舒适型,降价急售,¥10.95,新车指导价17.50万(含税),2017-07,2.91万公里,国五,1.4,0次过户,2021-7,2019-7,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/hf/5728526420f579bfx.htm
起亚 智跑 2016款 2.0L 手动两驱版GL,降价急售,¥9.80,新车指导价15.70万(含税),2017-01,8.38万公里,国五,2.0,0次过户,2021-1,2020-1,已过期,2.0L 165马力 L4,6档手动变速箱(MT),https://www.guazi.com/jn/d1c9eefd799f3251x.htm
奔驰 威霆 2016款 2.0T 精英版,0过户,¥30.00,,2017-03,2.64万公里,国五,2.0,0次过户,2021-3,2020-3,已过期,2.0T 211马力 L4,7档手自一体变速箱(AT),https://www.guazi.com/bj/6a215dcdbc57531bx.htm
别克 君威 2011款 2.0L 舒适版,严选车,¥5.44,新车指导价20.10万(含税),2011-09,7.75万公里,国四,2.0,0次过户,2019-9,2019-9,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/wenzhou/42d49dcb461d1499x.htm
丰田 雅力士 2011款 1.6E 自动魅动版,降价急售,¥4.00,新车指导价10.30万(含税),2012-08,8.06万公里,国四,1.6,2次过户,2019-8,2019-9,已过期,1.6L 118马力 L4,4档自动变速箱(AT),https://www.guazi.com/su/ce602aac7fb83899x.htm
大众 途观L 2017款 380TSI 自动四驱旗舰版,严选车,20.94,原价21.49万,2017-06,4.79万公里,国五,2.0,0次过户,2019-6,2019-5,2019-6,2.0T 220马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/hz/a744e8f1355a2f88x.htm
奥迪A4L 2018款 30周年年型 40 TFSI 进取型,降价急售,¥24.25,新车指导价33.30万(含税),2018-10,0.76万公里,国五,2.0,0次过户,2020-10,2019-9,已过期,2.0T 190马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/weifang/fa802055e201a41dx.htm
哈弗H8 2017款 2.0T 汽油两驱智享型,准新车,¥16.60,新车指导价21.60万(含税),2018-11,0.39万公里,国五,2.0,0次过户,2020-11,2019-11,已过期,2.0T 252马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/yibin/c8c6f656f8867901x.htm
比亚迪S6 2013款 白金版 2.0L 手动豪华型,严选车,¥3.29,新车指导价8.70万(含税),2014-02,5.01万公里,国四,2.0,1次过户,2020-2,2020-1,已过期,2.0L 140马力 L4,5档手动变速箱(MT),https://www.guazi.com/jiaxing/90b0a34207a7c066x.htm
东风风行 菱智 2018款 M3 1.5L 5座特惠版,降价急售,¥4.45,新车指导价6.10万(含税),2018-07,1.69万公里,国五,1.5,0次过户,2020-7,2019-6,已过期,1.5L 116马力 L4,5档手动变速箱(MT),https://www.guazi.com/gy/70ab5cc7bdf42b62x.htm
宝骏530 2018款 1.8L 自动精英型,准新车,¥7.00,新车指导价9.70万(含税),2018-06,1.39万公里,国五,1.8,0次过户,2020-6,2019-6,已过期,1.8L 137马力 L4,5档机械式自动变速箱(AMT),https://www.guazi.com/handan/2150d92bf037a614x.htm
宝马3系 2016款 320Li 时尚型,,¥25.00,新车指导价38.00万(含税),2016-01,4.64万公里,国五,2.0,1次过户,2020-1,2020-1,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/xa/56b651bc1b89d465x.htm
标致408 2016款 1.6T 自动豪华版,0过户,¥9.80,新车指导价17.60万(含税),2017-01,3.77万公里,国五,1.6,0次过户,2021-1,2020-1,已过期,1.6T 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/yichang/ac611d8f7475a989x.htm
日产 逍客 2015款 2.0XL 酷火 CVT 2WD,降价急售,¥9.40,新车指导价18.10万(含税),2015-06,4.11万公里,国五,2.0,0次过户,2019-6,2019-6,已过期,2.0L 144马力 L4,6档无级变速箱(CVT),https://www.guazi.com/cc/bb7b881de9955d91x.htm
大众 桑塔纳 2013款 1.6L 手动舒适版,0过户,¥4.90,新车指导价11.30万(含税),2014-05,6.87万公里,国四,1.6,0次过户,2020-5,2019-4,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/hf/990b81f1d20faa66x.htm
奥迪A6L 2018款 30周年年型 45 TFSI quattro 豪华型,降价急售,¥42.71,新车指导价63.70万(含税),2018-04,3.31万公里,国五,3.0,0次过户,2020-4,2020-3,2020-3,3.0T 272马力 V6,7档双离合变速箱(DCT),https://www.guazi.com/sh/2c3961261c90ce58x.htm
英菲尼迪Q50 2014款 2.0T 舒适版(进口),降价急售,¥20.00,新车指导价35.40万(含税),2014-07,8.44万公里,国四,2.0,0次过户,2020-7,2019-7,已过期,2.0T 211马力 L4,7档手自一体变速箱(AT),https://www.guazi.com/sh/46a7a3e3b8c43089x.htm
猎豹CS10 2017款 2.0T 自动都市型,,¥6.90,新车指导价13.00万(含税),2017-02,2.87万公里,国五,2.0,1次过户,2021-2,2020-3,已过期,2.0T 177马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/sy/d9eec1fbfa80a090x.htm
标致408 2015款 1.2T 自动豪华版,0过户,¥9.50,新车指导价16.50万(含税),2015-04,4.09万公里,国五,1.2,0次过户,2019-7,2019-7,已过期,1.2T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/quanzhou/071a30c2dd4a29d9x.htm
北京BJ40 2016款 40L 2.3T 自动四驱尊享版,降价急售,¥12.80,新车指导价18.40万(含税),2017-06,2.18万公里,国五,2.3,0次过户,2020-6,2019-7,已过期,2.3T 250马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/2d14e59f0ce62037x.htm
大众 帕萨特 2017款 330TSI DSG御尊版,降价急售,¥19.50,新车指导价26.50万(含税),2017-11,2.56万公里,国五,1.8,0次过户,2019-11,2019-11,已过期,1.8T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/nmg/f342d10a20b8d026x.htm
长城C30 2015款 1.5L AMT舒适型,降价急售,¥3.98,新车指导价7.80万(含税),2015-07,1.73万公里,国四,1.5,0次过户,2019-7,2019-10,已过期,1.5L 106马力 L4,6档机械式自动变速箱(AMT),https://www.guazi.com/hrb/c748c57f5a48feb3x.htm
日产 骐达 2011款 1.6L CVT舒适型,严选车,¥6.17,新车指导价12.50万(含税),2013-11,1.97万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/hz/b19ee294311c90b2x.htm
荣威ei6 2017款 45T 混动互联智尊版,降价急售,¥13.40,新车指导价23.40万(含税),2018-07,0.53万公里,国五,1.0,0次过户,2020-7,2019-6,已过期,1.0T 125马力 L3,2档自动变速箱(AT),https://www.guazi.com/sz/01e2de08c99a5f82x.htm
大众 2018款 途安L 280TSI 自动舒雅版 6座,准新车,¥14.60,新车指导价19.50万(含税),2018-05,2.25万公里,国五,1.4,0次过户,2020-5,2020-5,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/langfang/6a4bbb8a1f78f3cax.htm
日产 轩逸 2016款 1.6XV CVT智享版,降价急售,¥9.00,新车指导价15.20万(含税),2016-08,4.47万公里,国五,1.6,0次过户,2020-8,2019-8,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/cc/72ea16f70da3c515x.htm
大众 速腾 2014款 改款 1.4TSI 自动豪华型,降价急售,¥10.50,新车指导价18.20万(含税),2014-08,3.68万公里,国四,1.4,0次过户,2020-8,2019-8,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/quanzhou/c63e47bd0ba18478x.htm
大众 帕萨特 2013款 1.4TSI DSG尊荣版,严选车,8.22,原价8.41万,2013-10,8.24万公里,国四,1.4,0次过户,2019-10,2019-10,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sh/f36d818955011d41x.htm
福特 翼搏 2013款 1.0L GTDi 手动尊贵型,0过户,¥4.50,新车指导价13.00万(含税),2013-11,6.54万公里,国四,1.0,0次过户,2019-11,2019-8,2019-8,1.0T 125马力 L3,5档手动变速箱(MT),https://www.guazi.com/sh/0cd75e2a60acd7eax.htm
宝马X3 2018款 xDrive30i 尊享型 M运动套装,准新车,¥44.00,新车指导价63.60万(含税),2018-06,1.63万公里,国五,2.0,0次过户,2020-6,2019-6,已过期,2.0T 252马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/cd/29998520340eea42x.htm
三菱 帕杰罗 2016款 3.0L 自动豪华版 国V(进口),降价急售,¥27.50,新车指导价42.30万(含税),2017-06,4.13万公里,国五,3.0,0次过户,2021-6,2020-1,2020-1,3.0L 174马力 V6,5档手自一体变速箱(AT),https://www.guazi.com/langfang/8213ed2c64df8266x.htm
标致3008 2013款 2.0L 手动经典版,降价急售,¥6.98,新车指导价17.30万(含税),2014-10,4.59万公里,国五,2.0,0次过户,2020-10,2019-10,已过期,2.0L 147马力 L4,5档手动变速箱(MT),https://www.guazi.com/km/d451a69f0b3006c2x.htm
丰田 雷凌 2017款 改款 185T CVT精英版,准新车,¥10.28,新车指导价13.50万(含税),2018-01,1.92万公里,国五,1.2,0次过户,2020-1,2020-1,已过期,1.2T 116马力 L4,8档无级变速箱(CVT),https://www.guazi.com/wenzhou/d9305564350e0998x.htm
MINI Clubman 2011款 1.6L COOPER Fun,,¥12.80,新车指导价31.40万(含税),2014-06,3.73万公里,国四,1.6,1次过户,2020-6,2019-6,已过期,1.6L 120马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xm/4a0a0b3a64039bd5x.htm
雪佛兰 科鲁兹 2013款 掀背 1.6L 自动豪华型,严选车,¥5.23,新车指导价14.50万(含税),2014-04,2.53万公里,国四,1.6,1次过户,2020-4,2019-11,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/d70e430ccf4a3963x.htm
斯柯达 速派 2013款 1.8TSI 自动名仕版,降价急售,¥9.00,新车指导价22.10万(含税),2014-10,5.72万公里,国五,1.8,0次过户,2022-10,2019-10,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/5dfe80e25742b6e6x.htm
雪佛兰 迈锐宝 2012款 2.0L 自动豪华版,降价急售,¥7.10,新车指导价19.50万(含税),2012-04,9.71万公里,国四,2.0,0次过户,2020-4,2019-9,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/7ce72660cabfa316x.htm
日产 天籁 2016款 改款 2.0L XL舒适版,0过户,¥15.00,新车指导价20.30万(含税),2017-12,2.81万公里,国五,2.0,0次过户,2019-12,2019-12,已过期,2.0L 150马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/cd/f2cffadec2e3de40x.htm
猎豹CS10 2015款 2.0T 手动风尚型,降价急售,¥5.21,新车指导价11.50万(含税),2015-09,5.11万公里,国四,2.0,0次过户,2019-9,2019-9,已过期,2.0T 177马力 L4,6档手动变速箱(MT),https://www.guazi.com/su/0c6d3d7424f520d6x.htm
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,严选车,¥10.41,新车指导价20.60万(含税),2016-10,3.8万公里,国五,1.5,0次过户,2020-10,2019-9,2019-9,1.5T 181马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/1b6bba0a93616670x.htm
马自达 昂克赛拉 2016款 三厢 1.5L 自动舒适型,0过户,¥10.00,新车指导价13.70万(含税),2016-09,6.07万公里,国五,1.5,0次过户,2020-9,2019-9,已过期,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/b85d37eace1011f5x.htm
雪佛兰 科鲁兹 2011款 1.6L SL天地版 AT,严选车,3.53,原价3.61万,2011-11,8.07万公里,国四,1.6,0次过户,2019-11,2019-11,2019-11,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/6e91f9c20da49903x.htm
