车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
大众POLO 2011款 1.6L 手动致尚版,严选车,¥3.37,新车指导价10.80万(含税),2012-07,8.08万公里,国四,1.6,0次过户,2019-7,2019-9,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/4011671f87761358x.htm
现代 名图 2017款 1.8L 自动智能型GLS,严选车,10.10,原价10.57万,2018-02,2.64万公里,国五,1.8,0次过户,2020-2,2020-2,2020-2,1.8L 143马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/9668c77a8f9b08c6x.htm
比亚迪S6 2013款 白金版 2.4L 自动尊荣型,严选车,3.96,原价4.24万,2014-01,6.79万公里,国四,2.4,0次过户,2020-1,2019-12,已过期,2.4L 160马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/bj/b9a8b372067ab78dx.htm
三菱 帕杰罗·劲畅 2013款 3.0L 自动四驱旗舰版,严选车,12.97,原价13.76万,2014-10,7.88万公里,国四,3.0,0次过户,2020-10,2019-10,已过期,3.0L 252马力 V6,5档手自一体变速箱(AT),https://www.guazi.com/bj/039ed78217e1d447x.htm
北汽威旺S50 2016款 1.5T 手动乐动旗舰版,严选车,¥5.34,新车指导价13.10万(含税),2019-05,0.01万公里,国五,1.5,0次过户,2021-5,2020-5,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/bj/7701aa9620227cbex.htm
福特 蒙迪欧 2013款 2.0L GTDi240豪华运动型,严选车,¥12.42,新车指导价26.40万(含税),2016-06,7.02万公里,国五,2.0,0次过户,2020-6,2019-6,已过期,2.0T 242马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/020ce8285accc08fx.htm
长安 逸动 2013款 XT 1.6L 手动俊酷型 国V,严选车,2.99,原价3.15万,2014-09,9.19万公里,国五,1.6,0次过户,2020-9,2019-9,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/55bd6005734b3d75x.htm
雪铁龙C4L 2014款 1.6THP 智驱版 自动劲智型,严选车,7.45,原价7.63万,2015-11,3.38万公里,国五,1.6,0次过户,2019-11,2019-10,已过期,1.6T 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/af3003df26a75f4ax.htm
比亚迪F3 2018款 1.5L 手动经典型,严选车,2.62,原价2.8万,2017-06,4.15万公里,国五,1.5,0次过户,2019-6,2019-6,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/b42169d8394b6391x.htm
丰田 RAV4 2011款 2.0L 自动经典版,严选车,9.10,原价9.53万,2012-04,4.03万公里,国四,2.0,0次过户,2020-4,2020-4,已过期,2.0L 150马力 L4,4档自动变速箱(AT),https://www.guazi.com/bj/4722b22be1d8825bx.htm
长城C50 2013款 1.5T 手动精英型,严选车,3.49,原价3.79万,2014-02,6.16万公里,国四,1.5,0次过户,2020-2,2020-2,已过期,1.5T 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/846aade4f80d821cx.htm
雪佛兰 赛欧 2013款 三厢 1.4L AMT优逸版,严选车,¥3.28,新车指导价8.20万(含税),2014-03,1.85万公里,国四,1.4,0次过户,2020-3,2020-3,已过期,1.4L 103马力 L4,5档机械式自动变速箱(AMT),https://www.guazi.com/bj/0e2ec86d5031c57ax.htm
长安CS75 2014款 1.8T 自动精英型 国V,严选车,¥6.55,新车指导价14.80万(含税),2015-11,3.27万公里,国五,1.8,0次过户,2019-11,2019-11,已过期,1.8T 177马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/e8cbec739f0936fdx.htm
马自达 昂克赛拉 2017款 三厢 2.0L 自动尊贵型,严选车,¥12.16,新车指导价16.90万(含税),2018-05,1.15万公里,国五,2.0,0次过户,2020-5,2020-5,已过期,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/d70ae271be00f189x.htm
凯迪拉克XTS 2018款 28T 技术型,严选车,19.00,原价19.62万,2017-11,2.49万公里,国五,2.0,0次过户,2019-11,2019-11,已过期,2.0T 269马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/4bf90001c05827d0x.htm
三菱 欧蓝德 2016款 2.4L 四驱精英版 5座,严选车,¥13.77,新车指导价20.60万(含税),2016-12,2.39万公里,国五,2.4,0次过户,2020-12,2019-11,已过期,2.4L 192马力 L4,6档无级变速箱(CVT),https://www.guazi.com/bj/49b151392a3bf781x.htm
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,严选车,9.23,原价9.65万,2014-01,6.52万公里,国四,2.0,1次过户,2020-1,2019-12,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/b21b38ed6e3161f2x.htm
凯迪拉克XTS 2016款 28T 豪华型,严选车,19.84,原价20.53万,2016-11,5.05万公里,国五,2.0,0次过户,2020-11,2019-10,已过期,2.0T 269马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/5f2ed345bb6f82d2x.htm
五菱宏光 2014款 1.5L S豪华型,严选车,3.03,原价3.14万,2014-09,3.27万公里,国四,1.5,0次过户,2020-9,2019-8,2019-8,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/51c87eb6d5b78415x.htm
本田 缤智 2018款 1.5L CVT两驱科技精英型,严选车,11.17,原价11.67万,2018-05,0.86万公里,国五,1.5,0次过户,2020-5,2020-5,2019-7,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/bj/61e9376a73f50061x.htm
东南 V5菱致 2015款 plus 1.5L 手动智趣型,严选车,3.46,原价3.77万,2015-07,6.41万公里,国五,1.5,0次过户,2019-7,2019-6,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/e8e64808edc588bfx.htm
日产 骐达 2016款 1.6L CVT智尊版,严选车,8.43,原价8.7万,2016-08,3.39万公里,国五,1.6,0次过户,2020-8,2019-7,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/bj/d8826bf2615d8caax.htm
众泰SR7 2016款 1.5T CVT魔方之心版 国V,严选车,5.42,原价5.57万,2016-05,2.21万公里,国五,1.5,0次过户,2020-5,2020-5,2019-5,1.5T 150马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/bj/7e96318ab81f1a87x.htm
路虎 揽胜极光 2013款 2.0T 5门耀动版(进口),严选车,19.30,原价19.8万,2013-07,6.44万公里,国四,2.0,0次过户,2019-7,2019-7,2018-12,2.0T 241马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/0c5e0bdc260e1365x.htm
马自达CX-4 2016款 2.0L 自动两驱蓝天活力版,严选车,¥11.77,新车指导价16.60万(含税),2016-08,2.33万公里,国五,2.0,0次过户,2020-8,2019-9,已过期,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/346120e1dec3b066x.htm
五菱宏光 2013款 1.5L  S舒适型,严选车,2.63,原价2.69万,2013-09,5.98万公里,国四,1.5,0次过户,2019-9,2019-9,2019-9,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/f8808e7489158d03x.htm
Jeep 自由侠 2016款 1.4T 自动劲能版,严选车,8.73,原价8.96万,2017-02,2.15万公里,国五,1.4,1次过户,2021-2,2020-2,已过期,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/c7677980400b4217x.htm
现代 名图 2016款 1.6T 自动旗舰型TOP,严选车,¥9.82,新车指导价18.40万(含税),2016-09,2.3万公里,国五,1.6,0次过户,2020-9,2019-8,2019-9,1.6T 175马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/67a88620294a4d13x.htm
本田 雅阁 2013款 2.4L SE,严选车,10.70,原价11.59万,2013-04,2.87万公里,国四,2.4,0次过户,2020-4,2020-4,已过期,2.4L 179马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/bj/0f9d81198565883bx.htm
比亚迪 速锐 2015款 1.5L 手动豪华型,严选车,3.57,原价3.81万,2015-09,4.04万公里,国五,1.5,0次过户,2019-9,2019-9,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/553dc1957ccf257ax.htm
日产 骐达 2011款 1.6L CVT智能型,严选车,5.97,原价6.11万,2013-10,4.64万公里,国四,1.6,0次过户,2019-10,2019-9,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/bj/54ae9a27a72aeaf9x.htm
本田XR-V 2017款 1.8L VTi CVT豪华版,严选车,12.33,原价12.57万,2017-08,2.8万公里,国五,1.8,0次过户,2019-8,2019-8,已过期,1.8L 136马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/bj/fabd7bd79a1fc42bx.htm
雪铁龙 爱丽舍 2014款 1.6L 手动时尚型,严选车,3.32,原价3.37万,2014-04,7.86万公里,国五,1.6,0次过户,2020-4,2020-4,2020-4,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/6f6afd46e90fadccx.htm
现代 朗动 2016款 1.6L 手动尊贵型,严选车,¥5.96,新车指导价12.60万(含税),2016-09,3.38万公里,国五,1.6,0次过户,2020-9,2019-9,已过期,1.6L 128马力 L4,6档手动变速箱(MT),https://www.guazi.com/bj/5ba6c4fc35198f4cx.htm
吉利 帝豪GS 2016款 优雅版 1.3T 自动臻尚型,严选车,6.34,原价6.46万,2016-07,0.89万公里,国五,1.3,0次过户,2020-7,2019-7,已过期,1.3T 129马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/bj/b1646b68f8c009e3x.htm
大众 速腾 2017款 230TSI 自动舒适型,严选车,10.09,原价10.57万,2016-12,4.04万公里,国五,1.4,0次过户,2020-12,2019-12,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/29280466c5c2f8f7x.htm
大众 途安 2013款 1.4T 自动舒适版5座,严选车,7.58,原价7.77万,2013-06,7.14万公里,国四,1.4,0次过户,2019-6,2019-6,2019-6,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/0c0408c4523255a7x.htm
雪铁龙C3-XR 2017款 1.6L 自动先锋型,严选车,6.38,原价6.49万,2016-12,3.92万公里,国五,1.6,0次过户,2020-12,2019-12,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/bj/fd2f19f0b465e1d1x.htm
日产 逍客 2016款 2.0L CVT豪华版,严选车,10.70,原价10.87万,2016-08,6.95万公里,国五,2.0,0次过户,2020-8,2019-7,已过期,2.0L 150马力 L4,7档无级变速箱(CVT),https://www.guazi.com/bj/db48d40b9f9ccb4ax.htm
雪佛兰 迈锐宝 2017款 1.5T 自动豪华版,严选车,9.81,原价10.15万,2017-05,3.42万公里,国五,1.5,0次过户,2021-5,2020-5,已过期,1.5T 170马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/b0eba1b504564bf1x.htm
马自达6 2012款 2.0L 自动时尚型,严选车,¥6.12,新车指导价19.50万(含税),2013-02,10.39万公里,国四,2.0,0次过户,2020-2,2020-1,已过期,2.0L 147马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/bj/bd7b502ee33539d1x.htm
大众 速腾 2015款 230TSI 自动舒适型,严选车,9.03,原价9.24万,2015-08,5.8万公里,国五,1.4,0次过户,2019-8,2019-8,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/2027bbef1d42ff82x.htm
铃木 奥拓 2013款 1.0L 手动豪华型,严选车,2.63,原价2.66万,2015-11,4.7万公里,国五,1.0,0次过户,2019-11,2019-11,2000-1,1.0L 71马力 L3,5档手动变速箱(MT),https://www.guazi.com/bj/ebe47ee95f28c1cbx.htm
马自达3星骋 2013款 三厢 1.6L 手动精英型,严选车,4.81,原价5.2万,2013-07,1.24万公里,国四,1.6,0次过户,2019-7,2019-7,已过期,1.6L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/8653d382a12e718bx.htm
铃木 天语 SX4 2016款 1.6L 自动经典版,严选车,5.55,原价5.7万,2016-10,1.95万公里,国四,1.6,0次过户,2020-10,2019-10,已过期,1.6L 109马力 L4,4档自动变速箱(AT),https://www.guazi.com/bj/2127906e7fc066e1x.htm
雪铁龙C3-XR 2015款 1.6L 手动先锋型,严选车,5.13,原价5.33万,2015-04,5.64万公里,国四,1.6,0次过户,2021-4,2020-4,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/16ed521ec76c79c5x.htm
斯柯达 明锐 2015款 1.6L 自动逸俊版,严选车,6.91,原价6.98万,2015-01,5.71万公里,国五,1.6,0次过户,2021-1,2020-1,2020-1,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/cf78373a52538d68x.htm
别克 英朗 2012款 XT 1.6L 自动时尚版,,¥4.89,新车指导价16.30万(含税),2012-09,5.11万公里,国四,1.6,1次过户,2019-9,2019-10,2019-10,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/1e82ef9fd311fbc7x.htm
奥迪Q3 2015款 30 TFSI 进取型,严选车,13.74,原价14.13万,2014-10,6.36万公里,国五,1.4,1次过户,2020-10,2019-10,2019-10,1.4T 150马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/bj/c2367af30ef50245x.htm
现代 全新胜达 2013款 2.4L 自动四驱智能型,,¥11.46,新车指导价28.20万(含税),2013-03,9.83万公里,国四,2.4,1次过户,2020-3,2020-4,已过期,2.4L 189马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/2d3e7eb09c707bb9x.htm
奇瑞 瑞虎5 2015款 2.0L CVT家尊版,严选车,5.01,原价5.19万,2015-09,6.99万公里,国五,2.0,0次过户,2019-9,2020-5,2019-5,2.0L 139马力 L4,7档无级变速箱(CVT),https://www.guazi.com/bj/571362ddca10a35ex.htm
哈弗H6 2011款 2.0L 手动两驱尊贵型,严选车,3.39,原价3.64万,2013-04,9.16万公里,国四,2.0,0次过户,2020-4,2019-6,已过期,2.0L 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/cc369d5fa4fd7bccx.htm
传祺GA6 2015款 1.8T 自动舒适型,降价急售,¥5.63,新车指导价14.10万(含税),2015-07,6.01万公里,国五,1.8,0次过户,2019-10,2019-7,已过期,1.8T 177马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/anshan/d2fb2e3a4f658d01x.htm
丰田 卡罗拉 2014款 1.6L 手动GL,0过户,¥6.50,新车指导价11.70万(含税),2015-07,5.7万公里,国四,1.6,0次过户,2019-7,2019-7,2019-7,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/ty/c271e0b8d8aba437x.htm
道奇 酷威 2013款 2.4L 两驱尊尚版(进口),严选车,¥10.96,新车指导价31.70万(含税),2015-02,8.82万公里,国四,2.4,0次过户,2021-2,2020-5,已过期,2.4L 170马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/7073585e3fcf0bcbx.htm
比亚迪 速锐 2015款 改款 1.5L 手动豪华型,严选车,3.51,原价3.62万,2015-12,3.85万公里,国五,1.5,0次过户,2019-12,2019-11,2019-1,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/9db80941779733d0x.htm
别克 英朗 2013款 XT 1.6L 自动时尚版,降价急售,¥5.70,新车指导价16.30万(含税),2014-10,3.34万公里,国四,1.6,1次过户,2020-10,2019-9,已过期,1.6L 121马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/weifang/4336b53fe70f3904x.htm
福特 福克斯 2012款 三厢 1.6L 自动风尚型,降价急售,¥4.20,新车指导价15.60万(含税),2012-09,14.97万公里,国四,1.6,0次过户,2019-9,2019-8,2019-8,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/bj/d1183936130fff2bx.htm
雪佛兰 科鲁兹 2012款 1.6L SE MT,降价急售,¥4.55,新车指导价13.00万(含税),2012-12,6.09万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/yantai/88ae0e295fee7b28x.htm
别克 君威 2014款 2.0L 精英时尚型,严选车,8.42,原价9.52万,2014-06,4.34万公里,国四,2.0,1次过户,2020-6,2019-6,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sjz/537051f40f09347dx.htm
北汽绅宝 绅宝D70 2018款 性能版 1.8T 舒适版,严选车,¥7.62,新车指导价17.30万(含税),2018-11,0.16万公里,国五,1.8,2次过户,2020-11,2019-11,已过期,1.8T 177马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/langfang/e42608943fc91ea0x.htm
起亚K2 2012款 三厢 1.4L MT TOP纪念版,降价急售,¥3.90,新车指导价9.20万(含税),2013-04,7.98万公里,国四,1.4,1次过户,2020-4,2020-4,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/d3a5cfc5cc9bedb9x.htm
宝马X6 2009款 xDrive35i(进口),,¥29.00,新车指导价106.70万(含税),2010-07,8.59万公里,国四,3.0,1次过户,2019-7,2019-7,已过期,3.0T 306马力 L6,6档手自一体变速箱(AT),https://www.guazi.com/bj/4bde37f89b88a448x.htm
大众 高尔夫 2012款 1.4TSI 自动舒适型,降价急售,¥7.50,新车指导价15.70万(含税),2013-08,14.94万公里,国四,1.4,1次过户,2019-8,2020-1,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/qd/b2267a7ded8294dcx.htm
福特 撼路者 2016款 2.0T 汽油自动四驱旗舰版,降价急售,¥21.00,新车指导价39.20万(含税),2016-05,5.1万公里,国五,2.0,0次过户,2020-5,2020-5,已过期,2.0T 245马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/231b5357e5bccc83x.htm
现代 悦动 2011款 1.6L 自动舒适型,降价急售,¥4.90,新车指导价11.90万(含税),2014-12,4.36万公里,国四,1.6,2次过户,2020-12,2019-4,已过期,1.6L 123马力 L4,4档自动变速箱(AT),https://www.guazi.com/sy/b0cf11b87457cf1ax.htm
大众 宝来 2012款 1.6L 手动时尚型,0过户,¥3.90,新车指导价11.70万(含税),2011-12,9.97万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/yantai/43670a29e7c027d9x.htm
Smart smart fortwo 2015款 1.0L 52千瓦硬顶灵动版,降价急售,¥8.53,新车指导价12.70万(含税),2017-03,2.86万公里,国五,1.0,0次过户,2021-3,2020-2,已过期,1.0L 71马力 L3,6档双离合变速箱(DCT),https://www.guazi.com/yantai/89352321c7405893x.htm
本田XR-V 2017款 1.5L LXi CVT经典版,严选车,10.42,原价10.51万,2017-08,1.28万公里,国五,1.5,0次过户,2019-8,2019-8,已过期,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/bj/7c333d79af60f0a0x.htm
福特 蒙迪欧-致胜 2011款 2.3L 豪华型,严选车,¥6.70,新车指导价21.10万(含税),2011-10,4.49万公里,国四,2.3,0次过户,2019-10,2019-11,已过期,2.3L 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/tangshan/45b4c3ed9b17ed05x.htm
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,严选车,5.79,原价5.86万,2015-04,6.27万公里,国五,1.5,0次过户,2021-4,2020-3,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/bj/b9dcc32829b4fdaex.htm
大众 迈腾 2012款 改款 2.0TSI 尊贵型,严选车,10.67,原价11.44万,2012-07,9.16万公里,国四,2.0,0次过户,2019-7,2019-6,2019-6,2.0T 200马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/bj/b3121e2e688ccaf1x.htm
马自达 昂克赛拉 2016款 三厢 1.5L 手动舒适型,降价急售,¥7.50,新车指导价12.50万(含税),2016-11,3.67万公里,国四,1.5,0次过户,2019-12,2019-12,已过期,1.5L 117马力 L4,6档手动变速箱(MT),https://www.guazi.com/linyi/924711947cfa1419x.htm
大众 朗行 2013款 1.4TSI 自动舒适型,降价急售,¥7.60,新车指导价16.40万(含税),2014-03,5.89万公里,国四,1.4,0次过户,2020-3,2020-3,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/tj/daf289b84d545de6x.htm
别克 昂科拉 2015款 1.4T 手动两驱都市进取型,降价急售,¥6.25,新车指导价15.20万(含税),2015-02,7.07万公里,国五,1.4,0次过户,2021-2,2020-2,已过期,1.4T 140马力 L4,6档手动变速箱(MT),https://www.guazi.com/nmg/437287f00228c4ecx.htm
别克 威朗 2016款 两厢 15S 自动进取型,降价急售,¥7.25,新车指导价15.80万(含税),2016-05,3.32万公里,国五,1.5,0次过户,2020-5,2019-5,已过期,1.5L 118马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/a7e216f49299d864x.htm
大众 捷达 2013款 1.4L 手动舒适型,0过户,¥4.70,新车指导价10.10万(含税),2014-07,8.48万公里,国四,1.4,0次过户,2020-7,2019-7,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/667a799cf784568ax.htm
福特 翼搏 2013款 1.5L 自动风尚型,降价急售,¥5.91,新车指导价12.20万(含税),2013-12,6.4万公里,国四,1.5,0次过户,2019-12,2019-12,已过期,1.5L 110马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/qd/9fd65d207f348a52x.htm
Jeep 自由光 2016款 2.4L 领先版,降价急售,¥12.80,新车指导价24.90万(含税),2016-04,5.56万公里,国五,2.4,0次过户,2020-4,已过期,已过期,2.4L 175马力 L4,9档手自一体变速箱(AT),https://www.guazi.com/ty/2ee8f96097f4968dx.htm
本田 雅阁 2015款 2.0L LXS  精英版,严选车,12.82,原价12.93万,2015-06,8.63万公里,国五,2.0,0次过户,2019-6,2019-6,已过期,2.0L 155马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/bj/61c22885770044a8x.htm
雪铁龙 世嘉 2016款 经典 三厢 1.6L 手动品尚型,0过户,¥4.20,新车指导价10.40万(含税),2014-11,5.74万公里,国五,1.6,0次过户,2020-11,2019-11,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/bj/46b515fda85f7d6dx.htm
捷豹XJ 2015款 XJL 3.0 SC 四驱全景商务版,严选车,34.33,原价34.81万,2015-06,12.02万公里,国五,3.0,0次过户,2019-6,2019-6,已过期,3.0T 340马力 V6,8档手自一体变速箱(AT),https://www.guazi.com/bj/3c1703171c9f712cx.htm
大众 途观 2013款 1.8TSI 手动两驱风尚版,严选车,¥9.58,新车指导价21.70万(含税),2014-01,2.93万公里,国四,1.8,1次过户,2020-1,2020-1,已过期,1.8T 160马力 L4,6档手动变速箱(MT),https://www.guazi.com/tangshan/84447ca451425285x.htm
大众 迈腾 2012款 1.8TSI 尊贵型,严选车,8.65,原价9.42万,2011-09,14.57万公里,国四,1.8,0次过户,2019-9,2020-1,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/bf345fac56873404x.htm
别克 君威 2012款 2.0L 豪华版,,¥6.95,新车指导价22.10万(含税),2012-07,6.82万公里,国四,2.0,1次过户,2019-7,2019-7,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/69f26535dcdcd744x.htm
别克GL8 2012款 2.4L BASE舒适版,降价急售,¥8.50,新车指导价22.70万(含税),2013-01,12.34万公里,国四,2.4,0次过户,2020-1,2020-1,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/jn/efce790a59c64f65x.htm
大众 宝来 2014款 1.6L 手动时尚型,严选车,4.98,原价5.17万,2014-11,5.06万公里,国四,1.6,0次过户,2020-11,2019-10,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/tangshan/5f90c71bbe46f698x.htm
大众 桑塔纳 2013款 1.6L 自动风尚版,0过户,¥5.21,新车指导价10.80万(含税),2013-04,5.48万公里,国四,1.6,0次过户,2020-4,2020-4,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/dl/a2dd24f3b71f8b31x.htm
大众 高尔夫 2011款 1.6 自动舒适型,降价急售,¥5.38,新车指导价15.20万(含税),2011-11,13.3万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6L 105马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/2939603b71132b66x.htm
东南DX7 2015款 1.5T 自动尊贵型,降价急售,¥7.94,新车指导价15.20万(含税),2015-12,7.49万公里,国五,1.5,0次过户,2019-12,2019-12,已过期,1.5T 156马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/bj/1e5445c99259e741x.htm
起亚 智跑 2011款 2.0L 自动两驱版GLS,0过户,¥6.80,新车指导价20.90万(含税),2011-09,12.27万公里,国四,2.0,0次过户,2019-9,2019-9,已过期,2.0L 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/yantai/f9046e8bf48e1d16x.htm
大众 桑塔纳 2015款 1.6L 自动风尚版,0过户,¥7.00,新车指导价10.80万(含税),2016-05,3.01万公里,国五,1.6,0次过户,2020-5,2021-4,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/dl/deaa62297eb38cd6x.htm
福特 翼虎 2015款 1.5L GTDi 两驱舒适型,严选车,¥11.14,新车指导价21.00万(含税),2016-01,2.1万公里,国五,1.5,0次过户,2020-1,2019-12,已过期,1.5T 181马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/ed829d9b47b0eadax.htm
奔驰GLA级 2016款 GLA 200 时尚型,降价急售,¥18.00,新车指导价31.50万(含税),2014-04,1.24万公里,国五,1.6,1次过户,2020-4,2019-9,已过期,1.6T 156马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/48598549e49df2cax.htm
大众 高尔夫 2012款 1.6 自动舒适型,降价急售,¥5.80,新车指导价14.40万(含税),2012-03,11.94万公里,国四,1.6,0次过户,2020-3,2019-6,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sy/58a411f3906558f7x.htm
福特 探险者 2016款 2.3T 精英版(进口),严选车,31.15,原价32.5万,2017-01,1.86万公里,国五,2.3,0次过户,2021-1,2020-1,已过期,2.3T 276马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/bcb966d8b0548757x.htm
大众 朗逸 2013款 改款经典 1.6L 手动风尚版,严选车,5.13,原价5.27万,2014-01,5.1万公里,国四,1.6,0次过户,2020-1,2020-1,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/langfang/c5c9a723f8220cd8x.htm
三菱 帕杰罗 2015款 3.0L 自动精英超越版 国IV(进口),0过户,¥26.57,新车指导价50.80万(含税),2015-03,5.79万公里,国四,3.0,0次过户,2021-3,2020-3,已过期,3.0L 177马力 V6,5档手自一体变速箱(AT),https://www.guazi.com/sy/79e534ad03753de2x.htm
别克GL8 2011款 2.4L LT行政版,严选车,¥7.80,新车指导价26.90万(含税),2012-07,15.85万公里,国四,2.4,0次过户,2019-7,2019-7,已过期,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/bj/21e40a62cc2d3333x.htm
斯巴鲁 傲虎 2012款 2.5i运动版,降价急售,¥9.00,新车指导价33.20万(含税),2012-05,10.97万公里,国四,2.5,1次过户,2019-5,2019-5,已过期,2.5L 167马力 H4,6档无级变速箱(CVT),https://www.guazi.com/bj/ec4b00cc5c0b710dx.htm
本田 冠道 2017款 240TURBO 两驱尊享版,降价急售,¥22.20,新车指导价28.60万(含税),2017-05,4.24万公里,国五,1.5,1次过户,2019-5,2020-3,已过期,1.5T 193马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/anshan/b5424ff731558b3ax.htm
