车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
大众 桑塔纳 2015款 浩纳 230TSI DSG舒适型,严选车,6.21,原价6.68万,2015-07,2.19万公里,国五,1.4,1次过户,2019-7,2019-7,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/xa/3b612245faed41a8x.htm
凯迪拉克ATS-L 2017款 28T 技术型,严选车,¥17.35,新车指导价29.70万(含税),2018-11,0.53万公里,国五,2.0,0次过户,2020-11,2019-10,2019-10,2.0T 279马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/zz/e7a529f77eb1feb2x.htm
大众 迈腾 2015款 1.8TSI 领先型,严选车,11.86,原价12.73万,2015-10,8.77万公里,国五,1.8,0次过户,2019-10,2019-10,2019-1,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/xa/55b6c35a467f7694x.htm
雪佛兰 科鲁兹 2018款 320 自动炫锋都市版,严选车,¥8.34,新车指导价14.90万(含税),2017-11,0.3万公里,国五,1.5,0次过户,2019-11,2019-6,已过期,1.5L 114马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/3e1c4cb76466f4e3x.htm
起亚 索兰托 2013款 2.4L 7座汽油豪华版 国IV(进口),严选车,¥10.83,新车指导价29.30万(含税),2014-10,11.33万公里,国四,2.4,0次过户,2020-10,2019-10,已过期,2.4L 190马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/58d3d678f162b95ex.htm
宝马X3 2012款 xDrive28i 领先型(进口),严选车,19.96,原价20.43万,2013-04,10.88万公里,国四,2.0,0次过户,2020-4,2020-4,已过期,2.0T 245马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/ty/6c7edcc82be13a3cx.htm
别克 昂科拉 2015款 1.4T 自动两驱都市精英型,严选车,¥7.13,新车指导价16.30万(含税),2015-04,3.26万公里,国五,1.4,0次过户,2021-4,2020-4,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/da65faea6a9e928cx.htm
马自达3星骋 2012款 两厢 1.6L 自动精英型,严选车,4.82,原价4.96万,2012-08,7.78万公里,国四,1.6,0次过户,2019-8,2020-3,已过期,1.6L 107马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/xa/432271573dafd4c0x.htm
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,严选车,11.27,原价11.88万,2015-05,6.02万公里,国四,2.0,0次过户,2021-5,2019-5,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/e3bb95d3d7d605eex.htm
比亚迪 宋MAX 2017款 1.5T 自动智联精英型 7座,严选车,¥8.26,新车指导价11.90万(含税),2017-11,1.93万公里,国五,1.5,0次过户,2019-11,2019-6,已过期,1.5T 154马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/zz/934191d1f95f841cx.htm
比亚迪S6 2014款 2.4L 自动尊贵型 5座,严选车,¥3.98,新车指导价11.90万(含税),2014-10,5.81万公里,国五,2.4,0次过户,2020-10,2019-10,已过期,2.4L 167马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/ty/17a203fa70f2574bx.htm
五菱荣光V 2018款 1.5L标准型,严选车,¥3.60,新车指导价5.10万(含税),2018-06,2.45万公里,国五,1.5,0次过户,2020-6,2019-6,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/c112815ea26f70d5x.htm
现代 途胜 2015款 1.6T 双离合两驱智能型,严选车,¥11.47,新车指导价19.50万(含税),2017-07,3.77万公里,国五,1.6,1次过户,2019-7,2019-7,已过期,1.6T 177马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/50a1a008ccc41b08x.htm
标致408 2016款 1.6T 自动豪华版,严选车,¥9.20,新车指导价17.60万(含税),2017-07,3.19万公里,国五,1.6,0次过户,2019-7,2019-7,2019-7,1.6T 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/c7c1e6409d0d0c6ex.htm
马自达6 2011款 2.0L 自动时尚型,严选车,¥5.92,新车指导价19.50万(含税),2012-05,7.34万公里,国四,2.0,0次过户,2019-5,2019-6,已过期,2.0L 146马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/zz/8d9f6d7a91c61af6x.htm
宝马3系 2013款 316i 进取型,严选车,¥15.02,新车指导价30.70万(含税),2014-05,4.97万公里,国四,1.6,0次过户,2020-5,2020-2,已过期,1.6T 136马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/zz/d53e54614c272c3dx.htm
别克 君越 2013款 2.4L SIDI豪华舒适型,严选车,12.51,原价12.86万,2015-02,6.96万公里,国五,2.4,0次过户,2021-2,2020-1,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/84bfaeb8d675033ax.htm
别克 君威 2014款 2.0L 精英时尚型,严选车,8.00,原价8.3万,2014-10,8.11万公里,国四,2.0,0次过户,2020-10,2019-10,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/ty/a6719d4c91aeff15x.htm
本田 飞度 2016款 1.5L LXS CVT舒适天窗版,严选车,7.00,原价7.19万,2017-02,3.07万公里,国五,1.5,0次过户,2021-2,2020-2,已过期,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/ty/6218d4bd71e60f34x.htm
东风风神A30 2014款 1.5L 手动智驱实尚型,严选车,2.53,原价2.68万,2015-02,5.91万公里,国五,1.5,0次过户,2021-2,2020-1,已过期,1.5L 116马力 L4,5档手动变速箱(MT),https://www.guazi.com/luoyang/0555984d6b196fd7x.htm
铃木 雨燕 2008款 1.5L 自动超炫炫锐款,严选车,¥2.75,新车指导价10.00万(含税),2010-02,6.07万公里,国四,1.5,0次过户,2020-2,2020-2,已过期,1.5L 103马力 L4,4档自动变速箱(AT),https://www.guazi.com/zz/3dd0483f5cfbcc73x.htm
哈弗H6 2015款 改款 运动版 1.5T 手动两驱精英型,严选车,5.77,原价6.09万,2016-08,3.1万公里,国五,1.5,0次过户,2020-8,2019-7,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/xa/6f5af6a8a78bd0a2x.htm
马自达 昂克赛拉 2014款 三厢 1.5L 自动豪华型,降价急售,¥9.50,新车指导价15.10万(含税),2017-01,2.71万公里,国五,1.5,0次过户,2021-1,2019-12,已过期,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/1a2f8d85e2f52852x.htm
哈弗H2 2014款 1.5T 手动两驱精英版,严选车,4.87,原价5.33万,2014-09,5.2万公里,国四,1.5,0次过户,2020-9,2019-9,已过期,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/xa/740b940332f02b24x.htm
福特 锐界 2012款 2.0T 尊锐型(进口),严选车,12.13,原价12.24万,2012-10,10.24万公里,国四,2.0,1次过户,2019-10,2020-5,已过期,2.0T 243马力 L4,6档自动变速箱(AT),https://www.guazi.com/xa/87bb007fa6f3e2e6x.htm
荣威350 2013款 350C 1.5L 手动迅捷版,严选车,3.25,原价3.32万,2013-05,8.97万公里,国四,1.5,0次过户,2020-5,2020-5,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/5675649034684af0x.htm
现代 领动 2016款 1.4T 双离合炫动·活力型,降价急售,¥9.50,新车指导价14.10万(含税),2018-05,0.8万公里,国五,1.4,0次过户,2020-5,2020-5,已过期,1.4T 130马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/su/1e3a88b0f3fb7f2ex.htm
雪佛兰 科鲁兹 2015款 1.5L 手动精英版,严选车,¥4.32,新车指导价13.00万(含税),2015-08,9.36万公里,国五,1.5,0次过户,2019-8,2019-8,已过期,1.5L 114马力 L4,5档手动变速箱(MT),https://www.guazi.com/zz/9922a3730804d72fx.htm
雪佛兰 科鲁兹 2011款 1.8L SX AT,严选车,¥3.69,新车指导价16.40万(含税),2011-10,7.22万公里,国四,1.8,0次过户,2019-10,2019-10,已过期,1.8L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/a3313b4c75df5a5cx.htm
别克 君越 2012款 2.4L SIDI豪雅版,降价急售,¥8.33,新车指导价27.80万(含税),2013-08,12.41万公里,国四,2.4,0次过户,2019-8,2019-6,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/bb149279d5609e51x.htm
奔驰GLA级 2015款 GLA 220 4MATIC 时尚型,严选车,¥19.62,新车指导价34.70万(含税),2015-11,7.31万公里,国五,2.0,0次过户,2019-11,2019-11,已过期,2.0T 184马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/xa/ee61bde3c1e5d372x.htm
长安 逸动 2016款 1.6L 手动俊酷型,0过户,¥4.50,新车指导价7.80万(含税),2017-10,2.46万公里,国五,1.6,0次过户,2019-10,2020-6,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/ty/539b3fed2d646f14x.htm
现代 索纳塔九 2015款 1.6T GLX领先型,0过户,¥12.50,新车指导价22.60万(含税),2015-04,4.54万公里,国五,1.6,0次过户,2021-4,2020-4,2020-4,1.6T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/bj/5d00f2ccc7663125x.htm
MG 锐腾 2016款 1.5TGI TST豪华版,严选车,7.28,原价8.2万,2017-01,2.07万公里,国五,1.5,0次过户,2021-1,2019-12,已过期,1.5T 169马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/059fd2213c67e62cx.htm
长安 逸动 2015款 1.6L 手动豪华型 国V,降价急售,¥4.50,新车指导价8.80万(含税),2016-01,5.81万公里,国五,1.6,0次过户,2020-1,2019-12,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/0332640717d03ec9x.htm
起亚 狮跑 2012款 2.0L 手动两驱版GL,0过户,¥5.21,新车指导价17.30万(含税),2012-10,8.54万公里,国四,2.0,0次过户,2019-10,2019-10,已过期,2.0L 142马力 L4,5档手动变速箱(MT),https://www.guazi.com/nmg/0a8279a6ff337a1ax.htm
奔驰GLK级 2013款 GLK 300 4MATIC 动感天窗型,0过户,¥25.00,新车指导价47.50万(含税),2014-03,5.65万公里,国五,3.0,0次过户,2020-3,2020-3,已过期,3.0L 245马力 V6,7档手自一体变速箱(AT),https://www.guazi.com/bj/821e035f5e7eb203x.htm
雪佛兰 2015款 赛欧3 1.3L 手动理想版,降价急售,¥3.60,新车指导价6.80万(含税),2015-07,1.51万公里,国五,1.3,0次过户,2019-7,2019-6,已过期,1.3L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/luoyang/9aef4ea7818ed174x.htm
大众 速腾 2014款 1.4TSI 自动豪华型,降价急售,¥8.50,新车指导价18.20万(含税),2014-06,5.02万公里,国四,1.4,0次过户,2020-6,2019-6,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/wx/ec78267641244f03x.htm
奥迪A6L 2011款 2.0 TFSI 自动标准型,,¥13.70,新车指导价42.30万(含税),2012-04,5.52万公里,国四,2.0,2次过户,2020-4,2019-6,已过期,2.0T 170马力 L4,7档无级变速箱(CVT),https://www.guazi.com/hrb/f51685116cd9b5a5x.htm
丰田 卡罗拉 2017款 改款 1.2T S-CVT GL,准新车,¥9.88,新车指导价12.80万(含税),2018-08,0.55万公里,国五,1.2,0次过户,2020-8,2019-8,已过期,1.2T 116马力 L4,8档无级变速箱(CVT),https://www.guazi.com/foshan/54f82c262f12918bx.htm
传祺GS4 2017款 235T 手动两驱豪华版,降价急售,¥7.30,新车指导价13.40万(含税),2017-01,4.54万公里,国五,1.5,0次过户,2021-1,2020-1,2020-1,1.5T 152马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/9ce3cf57171c556dx.htm
铃木 锋驭 2014款 1.6L CVT两驱精英型,0过户,¥6.24,新车指导价14.60万(含税),2014-10,5.81万公里,国四,1.6,0次过户,2020-10,2019-10,2019-10,1.6L 122马力 L4,7档无级变速箱(CVT),https://www.guazi.com/sz/1c3d4dba4e48e262x.htm
马自达6 2011款 2.0L 自动时尚型,严选车,4.50,原价4.87万,2011-03,9.69万公里,国四,2.0,1次过户,2020-3,2020-3,已过期,2.0L 146马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/xa/cccaccc8c2df34eax.htm
现代 瑞纳 2016款 1.4L 手动智能型GLS,0过户,¥4.70,新车指导价8.60万(含税),2016-06,4.52万公里,国五,1.4,0次过户,2020-6,2019-6,已过期,1.4L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/ty/9346835283a1c5c8x.htm
起亚K5 2016款 1.6T 自动PRM,严选车,¥11.52,新车指导价21.50万(含税),2016-10,5.19万公里,国五,1.6,0次过户,2020-10,2019-12,已过期,1.6T 180马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/e08097194d2c682cx.htm
雪佛兰 科帕奇 2014款 2.4L 四驱旗舰版 7座,严选车,¥8.06,新车指导价22.80万(含税),2014-05,12.63万公里,国四,2.4,1次过户,2020-5,2019-5,2019-5,2.4L 167马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xinxiang/85fe8658de8b89c2x.htm
大众 桑塔纳 2016款 1.4L 手动风尚版,降价急售,¥6.00,新车指导价9.20万(含税),2018-01,4.25万公里,国五,1.4,1次过户,2020-1,2020-1,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/km/0d3ef7f4b478b25bx.htm
奔驰GLA级 2016款 GLA 200 动感型,0过户,¥18.80,新车指导价29.30万(含税),2016-11,4.63万公里,国五,1.6,0次过户,2020-11,2019-5,已过期,1.6T 156马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/sh/2ccf27fb6e83f55bx.htm
福特 福克斯 2012款 三厢 1.6L 自动风尚型,降价急售,¥6.30,新车指导价15.60万(含税),2015-06,4.74万公里,国四,1.6,0次过户,2019-6,2020-5,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/shaoxing/09a9684d2eb90cbbx.htm
中华V5 2014款 1.6L 手动舒适型,降价急售,¥4.16,新车指导价9.70万(含税),2016-01,4.16万公里,国四,1.6,0次过户,2020-1,2020-1,已过期,1.6L 118马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/727175255df405b9x.htm
日产 逍客 2011款 1.6XE 风 5MT 2WD,降价急售,¥5.00,新车指导价15.20万(含税),2012-10,14.25万公里,国四,1.6,1次过户,2019-9,2019-9,已过期,1.6L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/sjz/6626f18e2936e9ecx.htm
大众 帕萨特 2015款 1.8TSI DSG尊荣版,0过户,¥14.20,新车指导价23.80万(含税),2016-03,4.51万公里,国五,1.8,0次过户,2020-3,2020-3,已过期,1.8T 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zz/3948eeb82c4698fcx.htm
马自达 睿翼 2010款 2.0L 自动豪华版,降价急售,¥6.50,新车指导价21.10万(含税),2012-01,10.54万公里,国四,2.0,2次过户,2020-1,2020-1,已过期,2.0L 147马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/tangshan/03f9c1874a68bd8ax.htm
别克 昂科拉 2014款 1.4T 自动两驱都市精英型,0过户,¥6.98,新车指导价17.40万(含税),2014-04,5.51万公里,国四,1.4,0次过户,2020-4,2019-4,已过期,1.4T 140马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/6d71cf3cc749ed43x.htm
长安CS75 2016款 2.0L 手动领先型 国IV,0过户,¥5.80,新车指导价13.00万(含税),2014-12,8.75万公里,国五,2.0,0次过户,2020-12,2019-12,已过期,2.0L 158马力 L4,6档手动变速箱(MT),https://www.guazi.com/qd/e07dc68f39cdfadfx.htm
大众POLO 2016款 1.6L 自动豪华型,,¥7.50,新车指导价12.60万(含税),2017-06,1.43万公里,国五,1.6,1次过户,2021-6,2020-5,已过期,1.6L 110马力 L4,6档自动变速箱(AT),https://www.guazi.com/wh/05002ca85b836710x.htm
起亚K3 2016款 1.6L 自动GLS,严选车,7.04,原价7.19万,2016-12,5.28万公里,国五,1.6,0次过户,2020-12,2019-11,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/c016be1cfb2ba808x.htm
江淮 瑞风S3 2016款 1.5L CVT豪华智能型,严选车,4.26,原价4.81万,2016-09,4.16万公里,国五,1.5,0次过户,2020-9,2019-9,已过期,1.5L 113马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/xa/31ed2a279fef87b2x.htm
马自达3星骋 2011款 三厢 1.6L 自动精英型,0过户,¥5.20,新车指导价14.00万(含税),2012-07,7.59万公里,国四,1.6,0次过户,2019-7,2019-7,已过期,1.6L 107马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/xa/7a61e2d2886e538bx.htm
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,0过户,¥11.50,新车指导价20.60万(含税),2016-07,3.64万公里,国五,1.5,0次过户,2021-7,2019-7,已过期,1.5T 181马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nb/aee992c551004b82x.htm
哈弗H6 Coupe 2015款 蓝标 2.0T 手动四驱尊贵型,0过户,¥8.00,新车指导价18.40万(含税),2015-09,10.19万公里,国五,2.0,0次过户,2019-9,2019-9,已过期,2.0T 194马力 L4,6档手动变速箱(MT),https://www.guazi.com/cd/0143ba3f15cf17bdx.htm
起亚K3 2013款 1.6L 自动GLS,0过户,¥6.50,新车指导价13.50万(含税),2015-06,5.36万公里,国四,1.6,0次过户,2019-6,2019-6,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/wh/26b8c0b449062bf2x.htm
奥迪Q5 2015款 40 TFSI 舒适型,0过户,¥25.00,新车指导价52.70万(含税),2015-05,13.18万公里,国五,2.0,0次过户,2021-5,2020-5,已过期,2.0T 224马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/wx/2013ead27e709e78x.htm
路虎 发现神行 2017款 2.0T PURE,准新车,¥25.50,新车指导价39.90万(含税),2018-01,1.72万公里,国五,2.0,0次过户,2020-1,2020-1,2020-1,2.0T 241马力 L4,9档手自一体变速箱(AT),https://www.guazi.com/jiaxing/b0c6666264af10c0x.htm
雪佛兰 迈锐宝 2014款 1.6T 手动舒适版,严选车,6.05,原价6.61万,2015-05,10.12万公里,国四,1.6,0次过户,2019-5,2019-5,已过期,1.6T 184马力 L4,6档手动变速箱(MT),https://www.guazi.com/xa/0006fc690cc5097ex.htm
五菱荣光V 2015款 1.5L实用型,严选车,¥2.59,新车指导价5.00万(含税),2015-04,5.08万公里,国四,1.5,0次过户,2021-4,2020-4,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/ty/41fa14a46508d87ax.htm
大众POLO 2013款 1.6L 手动舒适版,0过户,¥4.30,新车指导价10.80万(含税),2012-12,4.68万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6L 105马力 L4,5档手动变速箱(MT),https://www.guazi.com/su/d56783a9678012b5x.htm
大众 途安 2013款 1.4T 自动舒适版5座,0过户,¥8.80,新车指导价19.70万(含税),2013-05,3.17万公里,国四,1.4,0次过户,2020-5,2020-5,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/langfang/bdb48b6e8d9b0a08x.htm
现代 名图 2016款 1.6T 自动智能型GLS,0过户,¥11.00,新车指导价17.30万(含税),2017-04,1.54万公里,国五,1.6,0次过户,2021-4,2020-4,已过期,1.6T 175马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/xa/46a5dbdbbb58f8fax.htm
雪佛兰 迈锐宝 2013款 1.6T 自动豪华版,0过户,¥6.50,新车指导价23.10万(含税),2013-06,11.25万公里,国四,1.6,0次过户,2020-6,2019-7,已过期,1.6T 184马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/deyang/377504fc9d1f39e9x.htm
福特 福克斯 2012款 两厢 1.6L 自动舒适型,降价急售,¥5.21,新车指导价14.20万(含税),2013-11,10.07万公里,国四,1.6,0次过户,2019-11,2019-11,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cd/e0eb37dcf64166d2x.htm
大众POLO 2016款 1.4L 手动风尚型,0过户,¥5.50,新车指导价8.20万(含税),2017-11,1.52万公里,国五,1.4,0次过户,2019-11,2019-11,已过期,1.4L 90马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/de43ca41c2709d6ax.htm
福特 翼虎 2013款 1.6L GTDi 两驱风尚型,严选车,8.96,原价9.88万,2014-12,7.78万公里,国四,1.6,1次过户,2020-12,2020-1,已过期,1.6T 177马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/3c79ae58a9e0eb55x.htm
本田 凌派 2013款 1.8L 自动豪华版,降价急售,¥8.85,新车指导价14.60万(含税),2013-08,3.73万公里,国四,1.8,0次过户,2019-8,2020-8,已过期,1.8L 139马力 L4,5档自动变速箱(AT),https://www.guazi.com/xa/7b314fc3b87472c2x.htm
荣威350 2010款 350C 1.5L 自动迅逸版,降价急售,¥3.68,新车指导价12.50万(含税),2012-04,8.22万公里,国四,1.5,1次过户,2020-4,2020-4,已过期,1.5L 109马力 L4,4档自动变速箱(AT),https://www.guazi.com/changzhou/0827a73f8a05ee27x.htm
吉利 远景X1 2017款 1.3L 自动玩家版,严选车,¥3.98,新车指导价6.30万(含税),2018-04,0.44万公里,国五,1.3,0次过户,2020-4,2020-4,已过期,1.3L 88马力 L4,4档自动变速箱(AT),https://www.guazi.com/ty/4b3cddb2db65ca8dx.htm
宝马3系GT 2014款 328i 设计套装型(进口),0过户,¥26.05,新车指导价57.70万(含税),2015-03,2.29万公里,国五,2.0,0次过户,2021-3,2020-3,已过期,2.0T 245马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/nn/f69666146cb7bd80x.htm
传祺GA3 2013款 1.6L 手动豪华版,严选车,3.01,原价3.2万,2014-04,4.07万公里,国四,1.6,2次过户,2020-4,2020-1,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/xinxiang/b075be9249ff9d32x.htm
哈弗H6 2015款 升级版 1.5T 手动两驱精英型,降价急售,¥6.05,新车指导价11.90万(含税),2015-06,5.2万公里,国四,1.5,0次过户,2019-6,2020-5,2020-5,1.5T 150马力 L4,6档手动变速箱(MT),https://www.guazi.com/cc/d1b2a3c691330b0ex.htm
奔腾X80 2017款 1.8T 自动豪华型,0过户,¥8.20,新车指导价15.00万(含税),2017-05,3.19万公里,国五,1.8,0次过户,2021-5,2020-3,已过期,1.8T 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/c3c8ac514311481fx.htm
东风风行 菱智 2018款 M3 1.5L 7座标准型,严选车,¥3.70,新车指导价6.50万(含税),2017-12,4.87万公里,国五,1.5,0次过户,2019-12,2019-12,已过期,1.5L 116马力 L4,5档手动变速箱(MT),https://www.guazi.com/xinxiang/5c19ca4082763844x.htm
福特 福克斯 2012款 三厢 1.6L 自动舒适型,严选车,¥4.68,新车指导价14.20万(含税),2012-10,6.04万公里,国四,1.6,1次过户,2019-10,2019-10,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/xa/e5f3de8dfb51bb44x.htm
传祺GS4 2017款 235T 手动两驱豪华版,严选车,7.71,原价7.88万,2017-01,1.31万公里,国五,1.5,0次过户,2021-1,2020-1,已过期,1.5T 152马力 L4,5档手动变速箱(MT),https://www.guazi.com/xa/676173f528a7e8dax.htm
本田 缤智 2015款 1.5L CVT两驱舒适型,严选车,9.29,原价9.69万,2016-04,4.44万公里,国五,1.5,0次过户,2020-4,2020-4,已过期,1.5L 131马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/ty/4a36f1e7faf31588x.htm
雪铁龙 C4世嘉 2016款 1.6L 自动舒适型,0过户,¥7.00,新车指导价12.00万(含税),2016-10,1.07万公里,国五,1.6,0次过户,2020-10,2019-10,已过期,1.6L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/yibin/098d8e26258754f7x.htm
起亚 智跑 2014款 2.0L 自动两驱版GL,0过户,¥9.38,新车指导价19.40万(含税),2014-09,5.46万公里,国四,2.0,0次过户,2020-9,2019-9,已过期,2.0L 165马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zz/8749404f42622493x.htm
福特 福克斯 2012款 三厢 1.6L 自动舒适型,降价急售,¥5.70,新车指导价14.20万(含税),2014-04,7.6万公里,国四,1.6,0次过户,2020-4,2020-4,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/baoding/14a3551a7903b59bx.htm
大众POLO 2016款 1.4L 自动风尚型,0过户,¥6.00,新车指导价9.50万(含税),2016-03,4.71万公里,国五,1.4,0次过户,2020-3,2020-3,已过期,1.4L 90马力 L4,6档自动变速箱(AT),https://www.guazi.com/jstaizhou/ff84f6f4fc698802x.htm
雪铁龙 世嘉 2016款 经典 三厢 1.6L 手动品尚型,降价急售,¥5.00,新车指导价10.40万(含税),2015-12,2.09万公里,国五,1.6,0次过户,2019-12,2020-1,已过期,1.6L 117马力 L4,5档手动变速箱(MT),https://www.guazi.com/nc/f9ce28add64d5ac7x.htm
哈弗H2 2016款 红标 1.5T 自动两驱豪华型,0过户,¥7.30,新车指导价13.30万(含税),2016-03,4.69万公里,国四,1.5,0次过户,2020-3,2019-2,已过期,1.5T 150马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dl/5dc86719702115bax.htm
大众 高尔夫 2016款 1.6L 自动舒适型,降价急售,¥8.70,新车指导价15.70万(含税),2016-08,3.32万公里,国五,1.6,1次过户,2020-8,2019-10,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/hf/915976142822d644x.htm
别克 凯越 2011款 1.6LX-MT,严选车,¥3.18,新车指导价10.80万(含税),2013-01,5.56万公里,国四,1.6,0次过户,2020-1,2020-1,2020-1,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/xinxiang/faf5a31844a6f1f1x.htm
大众 途观 2015款 1.8TSI 自动两驱豪华型,降价急售,¥13.86,新车指导价28.20万(含税),2014-09,2.73万公里,国五,1.8,0次过户,2020-9,2019-9,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/shaoxing/96edacc79daac959x.htm
奔驰GLK级 2013款 改款 GLK 300 4MATIC 豪华型,,¥27.00,新车指导价60.60万(含税),2015-02,5.78万公里,国五,3.0,1次过户,2021-2,2020-1,已过期,3.0L 245马力 V6,7档手自一体变速箱(AT),https://www.guazi.com/sz/fb9b23bd1da93f30x.htm
福特 福克斯 2013款 两厢经典 1.8L 手动基本型,降价急售,¥4.60,新车指导价10.80万(含税),2014-05,7.05万公里,国四,1.8,0次过户,2020-5,2020-4,已过期,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/ef4ceb3775e076e9x.htm
日产 天籁 2013款 2.0L XL舒适版,降价急售,¥13.30,新车指导价20.20万(含税),2016-01,5.17万公里,国五,2.0,0次过户,2020-1,2020-1,已过期,2.0L 141马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/tj/620a6a8a5cc13a4ex.htm
丰田 卡罗拉 2017款 改款 1.2T S-CVT GL-i,0过户,¥10.40,新车指导价13.90万(含税),2017-09,4.03万公里,国五,1.2,0次过户,2019-9,2019-9,已过期,1.2T 116马力 L4,8档无级变速箱(CVT),https://www.guazi.com/xa/620451074511f6d5x.htm
大众 甲壳虫 2013款 1.4TSI 豪华型(进口),0过户,¥12.50,新车指导价32.50万(含税),2013-12,7.27万公里,国四,1.4,0次过户,2019-12,2019-12,2019-12,1.4 160马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/yantai/c226044c75a79ee2x.htm
