车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
荣威360 2016款 1.5L 自动智屏版,严选车,4.24,原价4.41万,2016-10,6.38万公里,国五,1.5,0次过户,2020-10,2019-9,已过期,1.5L 109马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cq/1708b20d2b91f62fx.htm
雷诺 科雷嘉 2016款 2.0L 两驱尊贵版,严选车,¥12.83,新车指导价21.40万(含税),2017-03,2.26万公里,国五,2.0,0次过户,2021-3,2020-2,2019-4,2.0L 150马力 L4,7档无级变速箱(CVT),https://www.guazi.com/cd/d53f7bb6efa5bfc5x.htm
标致308 2014款 乐享版 经典 1.6L 自动优尚型,严选车,¥4.34,新车指导价12.60万(含税),2014-03,6.68万公里,国四,1.6,0次过户,2020-3,2020-3,已过期,1.6L 117马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cd/a9fe131c358c0e74x.htm
奔驰CLA级 2016款 CLA 220 4MATIC(进口),严选车,24.90,原价25.06万,2016-03,1.64万公里,国五,2.0,0次过户,2020-3,2020-5,已过期,2.0T 184马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cd/eaf0814a107e3d26x.htm
哈弗H7 2016款 蓝标H7 2.0T 自动豪华型,严选车,10.06,原价10.27万,2017-03,2.78万公里,国五,2.0,0次过户,2021-3,2020-3,已过期,2.0T 231马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cq/d30d4a1901d7c5aax.htm
雪佛兰 科沃兹 2016款 1.5L 手动欣悦版,严选车,¥5.47,新车指导价9.90万(含税),2017-03,5.47万公里,国五,1.5,0次过户,2021-3,2020-2,2020-2,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/204eadb28496c834x.htm
本田 雅阁 2013款 2.0L SE,严选车,¥9.61,新车指导价22.00万(含税),2013-10,14.12万公里,国四,2.0,1次过户,2019-10,2019-10,已过期,2.0L 156马力 L4,5档自动变速箱(AT),https://www.guazi.com/cd/2b71afa85e30dcc4x.htm
英菲尼迪ESQ 2014款 1.6L 率臻版(进口),严选车,10.12,原价10.49万,2015-04,4.33万公里,国四,1.6,0次过户,2021-4,2020-3,已过期,1.6L 116马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/cq/ba28797fc2e99505x.htm
众泰T600 2016款 1.5T 手动尊贵型,严选车,¥5.15,新车指导价10.70万(含税),2015-12,3.64万公里,国四,1.5,0次过户,2019-12,2019-12,已过期,1.5T 162马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/58d428f357bff3f7x.htm
马自达CX-7 2014款 2.3T 智能四驱运动版,严选车,11.76,原价12.02万,2015-10,3.43万公里,国四,2.3,0次过户,2019-10,2019-9,已过期,2.3T 238马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/0858dcbfba73e43ax.htm
雪佛兰 创酷 2014款 1.4T 手动两驱舒适型,严选车,4.66,原价4.68万,2015-01,4.01万公里,国五,1.4,2次过户,2021-1,2019-12,已过期,1.4T 140马力 L4,6档手动变速箱(MT),https://www.guazi.com/cq/161dbfb3b1344959x.htm
荣威W5 2014款 1.8T 2WD 自动胜域特装版,严选车,5.56,原价5.74万,2015-12,6.9万公里,国四,1.8,0次过户,2019-12,2019-12,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/9ee700c3b4288e09x.htm
众泰T700 2017款 1.8T 双离合尊贵型,严选车,8.97,原价9.49万,2018-01,2.28万公里,国五,1.8,1次过户,2020-1,2019-5,已过期,1.8T 177马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cd/1554a644c806a180x.htm
沃尔沃V40 2017款 T3 智逸版(进口),严选车,¥14.37,新车指导价26.70万(含税),2016-09,2.23万公里,国五,1.5,1次过户,2020-9,2019-9,已过期,1.5T 152马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/260e221db04254fcx.htm
长安 悦翔V3 2015款 1.4L 手动美满型 国V,严选车,2.56,原价2.65万,2016-06,4.07万公里,国五,1.4,0次过户,2020-6,2019-6,已过期,1.4L 101马力 L4,5档手动变速箱(MT),https://www.guazi.com/mianyang/aeffeb23a1d6f27fx.htm
众泰T600 2016款 1.5T 手动尊贵型,严选车,¥4.26,新车指导价10.70万(含税),2015-12,3.96万公里,国四,1.5,0次过户,2019-12,2019-12,已过期,1.5T 162马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/6bfe8b705284d160x.htm
大众 尚酷 2013款 2.0TSI 百万里程版(进口),严选车,12.66,原价12.89万,2014-08,7.91万公里,国四,2.0,2次过户,2020-8,2019-8,已过期,2.0T 211马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/cq/03b29bfc33931199x.htm
英菲尼迪Q70L 2013款 Q70L 2.5L 雅致版(进口),严选车,21.66,原价21.82万,2014-12,3.34万公里,国四,2.5,0次过户,2020-12,2019-12,已过期,2.5L 235马力 V6,7档手自一体变速箱(AT),https://www.guazi.com/cd/17f784571e585ee3x.htm
凯翼X3 2016款 1.6L 手动智联II版,严选车,3.57,原价3.81万,2016-07,3.5万公里,国五,1.6,0次过户,2020-7,2019-7,已过期,1.6L 126马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/a7da8a31e53d4efdx.htm
起亚 凯绅 2017款 1.8L 自动DLX,严选车,¥9.86,新车指导价16.30万(含税),2017-09,0.75万公里,国五,1.8,0次过户,2019-9,2019-9,已过期,1.8L 143马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/3d511eeaf3fc6840x.htm
铃木 雨燕 2013款 1.5L 手动标准版,0过户,¥4.30,新车指导价7.60万(含税),2014-07,4.62万公里,国五,1.5,0次过户,2020-7,2019-7,已过期,1.5L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/sy/4b4b5d70b4ba774cx.htm
宝马3系 2015款 320Li 超悦版时尚型,严选车,18.88,原价19.94万,2015-10,2.94万公里,国四,2.0,0次过户,2019-10,2019-10,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/mianyang/f13a7291a3b37fa6x.htm
传祺GS5 2014款 2.0L 自动两驱超享版,严选车,5.62,原价5.64万,2014-09,9.64万公里,国四,2.0,0次过户,2020-9,2019-9,已过期,2.0L 147马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/cq/90e97dd2f281fe5cx.htm
本田CR-V 2013款 2.0L 两驱经典版,严选车,10.40,原价10.42万,2013-08,9.42万公里,国四,2.0,0次过户,2019-8,2019-7,已过期,2.0L 155马力 L4,5档自动变速箱(AT),https://www.guazi.com/cq/896aaa4ddefd3283x.htm
雪佛兰 爱唯欧 2011款 三厢 1.4L MT SL,严选车,¥3.11,新车指导价8.90万(含税),2013-08,8.99万公里,国四,1.4,0次过户,2019-8,2019-8,已过期,1.4L 103马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/3c0630ebd6d6a8dcx.htm
马自达 昂克赛拉 2017款 三厢 2.0L 自动尊贵型,严选车,11.96,原价12.04万,2017-12,1.63万公里,国五,2.0,1次过户,2019-12,2019-12,已过期,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/38dc94e7e177e569x.htm
别克 君越 2013款 2.4L SIDI精英舒适型,严选车,¥12.79,新车指导价27.80万(含税),2016-02,7.39万公里,国五,2.4,1次过户,2020-2,2020-2,已过期,2.4L 186马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/51bc6e34c5bd5413x.htm
马自达3 2010款 1.6L 手动经典时尚型,严选车,3.29,原价3.36万,2011-08,11.13万公里,国四,1.6,0次过户,2019-8,2019-8,已过期,1.6L 107马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/22dd0c674b5a6d07x.htm
斯柯达 晶锐 2014款 1.4L 自动晶致版,严选车,4.00,原价4.02万,2014-06,5.11万公里,国四,1.4,1次过户,2020-6,2019-9,已过期,1.4L 86马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/cbfef2d2706cbe83x.htm
奇瑞 艾瑞泽7 2013款 1.6L 手动致领版,严选车,3.37,原价3.47万,2015-01,8.26万公里,国四,1.6,0次过户,2021-1,2019-12,已过期,1.6L 126马力 L4,5档手动变速箱(MT),https://www.guazi.com/deyang/5ab4a9cf5d338e06x.htm
丰田 RAV4 2011款 2.0L 手动经典版,严选车,7.53,原价7.76万,2013-03,9.25万公里,国四,2.0,0次过户,2020-3,2020-3,已过期,2.0L 150马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/b696abb78946d2cex.htm
雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,严选车,¥5.48,新车指导价10.80万(含税),2016-12,1.53万公里,国五,1.5,1次过户,2020-12,2019-11,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/4f9bd2a25656449cx.htm
斯柯达Yeti 2017款 TSI280 DSG尊行版,严选车,¥10.89,新车指导价20.60万(含税),2017-09,2.33万公里,国五,1.4,0次过户,2019-9,2019-9,2019-9,1.4T 150马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cd/c6d64421c922f8b9x.htm
起亚 2015款 索兰托L 2.4L 汽油4WD运动版 7座 国IV(进口),严选车,13.44,原价13.54万,2015-06,11.64万公里,国四,2.4,0次过户,2019-6,2019-6,已过期,2.4L 188马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/c31f1aa545c42ae7x.htm
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型,严选车,¥9.83,新车指导价15.20万(含税),2018-02,3.65万公里,国五,1.5,0次过户,2020-2,2020-5,已过期,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/c47877c4d8439e1ax.htm
海马 福美来 2014款 M5 1.6L 手动精英型,严选车,2.97,原价3.03万,2014-11,11.16万公里,国四,1.6,0次过户,2020-11,2019-10,已过期,1.6L 125马力 L4,6档手动变速箱(MT),https://www.guazi.com/cq/18c5bd51b49cd6c1x.htm
现代 名图 2017款 1.8L 自动智能型GLS,严选车,10.12,原价10.22万,2017-08,3.73万公里,国五,1.8,0次过户,2019-8,2019-8,已过期,1.8L 143马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/cf2375ba938e3cafx.htm
北汽绅宝 绅宝D50 2018款 1.5L CVT尊贵智驾版,严选车,¥5.39,新车指导价9.40万(含税),2018-06,0.77万公里,国五,1.5,0次过户,2020-6,2019-6,已过期,1.5L 116马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/cd/b3cbedb8336b4decx.htm
吉利GX7 2013款 1.8L 手动精英型,严选车,3.25,原价3.39万,2014-07,4.46万公里,国四,1.8,0次过户,2020-7,2019-7,已过期,1.8L 139马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/53edb40b283ceebcx.htm
别克 君越 2018款 28T 精英型,严选车,¥18.44,新车指导价29.30万(含税),2018-04,0.96万公里,国五,2.0,0次过户,2020-4,2020-4,已过期,2.0T 261马力 L4,9档手自一体变速箱(AT),https://www.guazi.com/cd/20f26f0f9de4cf6cx.htm
马自达 阿特兹 2017款 2.0L 蓝天豪华版,严选车,12.76,原价12.88万,2016-08,4.95万公里,国五,2.0,1次过户,2020-8,2019-8,已过期,2.0L 158马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/8edced146c4e2a53x.htm
吉利 金刚 2016款 1.5L 手动精英型,严选车,¥3.30,新车指导价5.40万(含税),2017-07,1.35万公里,国五,1.5,1次过户,2019-7,2019-7,2019-7,1.5L 102马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/e46c6de37261af4dx.htm
福特 福克斯 2013款 三厢经典 1.8L 手动基本型,严选车,3.28,原价3.41万,2013-05,6.6万公里,国四,1.8,0次过户,2019-5,2019-5,2019-5,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/e47ab2865e57c1dax.htm
上汽大通 大通D90 2017款 2.0T 自动四驱 天狼星,严选车,12.46,原价12.65万,2017-12,2.01万公里,国五,2.0,1次过户,2019-12,2019-12,已过期,2.0T 224马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/397416e240050cbcx.htm
日产 逍客 2015款 2.0XL 酷火 CVT 2WD,严选车,8.07,原价8.39万,2015-02,6.69万公里,国四,2.0,1次过户,2021-2,2020-1,已过期,2.0L 144马力 L4,6档无级变速箱(CVT),https://www.guazi.com/cq/634e3fb0a97bcc84x.htm
凯迪拉克XTS 2014款 28T 豪华型,严选车,¥18.12,新车指导价45.60万(含税),2014-06,5.27万公里,国五,2.0,3次过户,2020-6,2019-8,2019-8,2.0T 269马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/be78eee5d2911016x.htm
MG 锐行 2016款 1.5L 手动超值豪华版,严选车,4.34,原价4.51万,2018-01,3.26万公里,国五,1.5,0次过户,2020-1,2019-12,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/a61d68aa3d1458a7x.htm
丰田 RAV4 2015款 2.0L CVT四驱新锐版,严选车,¥13.64,新车指导价24.90万(含税),2015-03,7.03万公里,国五,2.0,0次过户,2021-3,2020-3,已过期,2.0L 147马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/cd/28fe3bd339ad32cex.htm
长安商用 欧尚 2017款 1.5L 手动豪华型,严选车,¥4.60,新车指导价7.20万(含税),2017-04,0.89万公里,国五,1.5,1次过户,2021-4,2020-6,已过期,1.5L 114马力 L4,5档手动变速箱(MT),https://www.guazi.com/mianyang/29f16da0fa79ca6cx.htm
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,降价急售,¥10.20,新车指导价24.20万(含税),2014-08,8.96万公里,国四,2.0,0次过户,2020-8,2019-7,已过期,2.0T 203马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sh/c19dfa3b8347a39bx.htm
北汽幻速H3 2015款 1.5L 手动舒适型,严选车,2.94,原价3.04万,2016-07,6.14万公里,国四,1.5,0次过户,2020-7,2019-6,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/b47fad7c8dc6ac6ex.htm
福特 金牛座 2017款 EcoBoost 325 V6 LTD限量版,严选车,23.73,原价24.45万,2019-05,0.04万公里,国五,2.7,0次过户,2021-5,2020-5,已过期,2.7T 329马力 V6,6档手自一体变速箱(AT),https://www.guazi.com/cq/9a8ddb1a91d6f75ex.htm
现代 途胜 2018款 1.6T 双离合两驱15周年特别版,严选车,11.50,原价11.66万,2017-10,3.15万公里,国五,1.6,0次过户,2019-10,2019-10,已过期,1.6T 177马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cq/eb61fd0a71f89a9ex.htm
沃尔沃V40 2017款 T4 智雅版(进口),严选车,¥15.30,新车指导价30.40万(含税),2017-02,3.57万公里,国五,2.0,0次过户,2021-2,2020-2,已过期,2.0T 190马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/388102f416606f9dx.htm
本田 思铂睿 2009款 2.4L 尊贵版,严选车,¥7.99,新车指导价27.10万(含税),2012-08,12.16万公里,国四,2.4,1次过户,2019-8,2019-8,已过期,2.4L 181马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/cd/7996261a5c51aed1x.htm
吉利 博瑞 2015款 1.8T 旗舰型,严选车,¥8.89,新车指导价19.20万(含税),2016-05,4.23万公里,国五,1.8,2次过户,2020-5,2019-8,已过期,1.8T 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/073b92da5064b8cbx.htm
奔驰GLA级 2017款 GLA 200 时尚型,严选车,¥20.52,新车指导价31.60万(含税),2017-12,3.08万公里,国五,1.6,0次过户,2019-12,2020-5,已过期,1.6T 156马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cd/3f3f9f650f8b24cdx.htm
川汽野马 野马T70 2015款 改款 1.8L 手动精英型,严选车,¥4.44,新车指导价9.70万(含税),2015-06,2.72万公里,国五,1.8,1次过户,2021-6,2019-6,已过期,1.8L 133马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/257c87dcc12a8d2ax.htm
马自达 昂克赛拉 2016款 三厢 1.5L 自动豪华型,严选车,¥9.00,新车指导价15.10万(含税),2016-11,5.8万公里,国五,1.5,0次过户,2020-11,2019-11,已过期,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/609b1f18336abd90x.htm
荣威W5 2014款 1.8T 2WD 自动胜域特装版,严选车,4.91,原价5.06万,2014-06,11.38万公里,国四,1.8,0次过户,2020-6,2019-5,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/8d717c60877c07a1x.htm
Jeep 自由光 2014款 2.4L 都市版(进口),严选车,12.56,原价13.02万,2015-11,7.71万公里,国四,2.4,0次过户,2019-11,2019-9,2019-9,2.4L 177马力 L4,9档手自一体变速箱(AT),https://www.guazi.com/cq/2d1b81979c20fea6x.htm
日产 天籁 2015款 2.0L XL Upper欧冠科技版,严选车,¥12.11,新车指导价21.20万(含税),2015-09,7.66万公里,国四,2.0,0次过户,2019-9,2019-9,已过期,2.0L 141马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/cd/78edc0de6e5159d1x.htm
福特 嘉年华 2013款 两厢 1.5L 手动风尚型,严选车,2.92,原价3.02万,2013-10,4.99万公里,国四,1.5,1次过户,2019-10,2019-10,已过期,1.5L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/d9b434856e7e3533x.htm
长安CX20 2014款 1.4L 手动运动版 国V,严选车,2.81,原价2.83万,2015-11,4.92万公里,国五,1.4,0次过户,2019-11,2019-10,已过期,1.4L 101马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/ea44708b7e3b4701x.htm
荣威350 2014款 1.5L 手动迅捷版,严选车,¥3.74,新车指导价9.80万(含税),2014-06,3.14万公里,国四,1.5,2次过户,2020-6,2019-6,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/c6e9a22fb44f30b6x.htm
众泰 大迈X5 2015款 1.5T CVT知县型 国V,严选车,4.61,原价4.76万,2016-05,4.97万公里,国五,1.5,1次过户,2020-5,2019-5,已过期,1.5T 150马力 L4,6档无级变速箱(CVT),https://www.guazi.com/cq/5471f629aa427862x.htm
别克 昂科威 2014款 28T 四驱全能旗舰型,严选车,12.30,原价12.55万,2014-12,6.86万公里,国五,2.0,1次过户,2020-12,2019-12,2019-12,2.0T 260马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/mianyang/eeccc00ff24b843dx.htm
吉利 博瑞 2015款 1.8T 旗舰型,严选车,¥9.39,新车指导价19.20万(含税),2015-07,4.93万公里,国五,1.8,0次过户,2019-7,2019-7,已过期,1.8T 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/cbb06f18bf8cf2bcx.htm
斯威X3 2017款 1.5T 手动时尚型,严选车,4.24,原价4.54万,2017-12,2.56万公里,国五,1.5,0次过户,2019-12,2019-12,已过期,1.5T 156马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/1f6b3d1907ba75e1x.htm
Jeep 指南者 2014款 改款 2.0L 两驱精英版(进口),严选车,9.40,原价9.62万,2014-06,5.47万公里,国四,2.0,0次过户,2020-6,2019-6,已过期,2.0L 156马力 L4,6档无级变速箱(CVT),https://www.guazi.com/cq/823663ad038c0b55x.htm
北汽绅宝 绅宝X55 2016款 1.5T CVT豪华版,严选车,4.82,原价4.98万,2016-08,6.47万公里,国五,1.5,0次过户,2020-8,2019-8,已过期,1.5T 150马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/cq/7bbfa48d1a7053b2x.htm
Smart smart fortwo 2012款 1.0T 硬顶激情版,严选车,¥6.03,新车指导价17.20万(含税),2012-11,3.13万公里,国四,1.0,0次过户,2019-11,2020-3,已过期,1.0T 84马力 L3,5档机械式自动变速箱(AMT),https://www.guazi.com/cd/e6777d1ed4a82da7x.htm
克莱斯勒300C 2014款 3.0L 卓越版(进口),严选车,¥18.97,新车指导价43.40万(含税),2016-04,3.19万公里,国四,3.0,1次过户,2020-4,2020-4,已过期,3.0L 234马力 V6,8档手自一体变速箱(AT),https://www.guazi.com/cd/9b16f0a1c7da2057x.htm
奔腾B70 2016款 2.0L 手动豪华型,严选车,5.34,原价5.41万,2016-10,3.74万公里,国四,2.0,0次过户,2020-10,2019-10,已过期,2.0L 147马力 L4,6档手动变速箱(MT),https://www.guazi.com/cq/781e2f79ac6d2cefx.htm
东南DX7 2016款 1.5T 手动凯旋版,严选车,5.97,原价6.19万,2016-03,2.15万公里,国五,1.5,0次过户,2020-3,2020-3,已过期,1.5T 156马力 L4,6档手动变速箱(MT),https://www.guazi.com/cq/9728e016cbf662f2x.htm
吉利 帝豪 2018款 1.5L 手动向上互联版,严选车,5.18,原价5.36万,2018-04,2.82万公里,国五,1.5,0次过户,2020-4,2020-4,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/deyang/4120826940139a37x.htm
长城M4 2014款 1.5L 手动豪华型,严选车,¥3.24,新车指导价7.50万(含税),2014-08,5.52万公里,国四,1.5,0次过户,2020-8,2019-8,已过期,1.5L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/mianyang/348481b599656084x.htm
凯迪拉克XTS 2017款 28T 技术型,严选车,20.15,原价20.78万,2017-01,1.81万公里,国五,2.0,0次过户,2021-1,2020-1,已过期,2.0T 269马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/bf8cd6212bb813e2x.htm
别克 凯越 2011款 1.6LX-MT,严选车,¥3.07,新车指导价10.80万(含税),2012-07,5.59万公里,国四,1.6,1次过户,2019-7,2019-7,2019-3,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/386e35f252319d65x.htm
海马S5 2015款 1.5T CVT豪华型运动版,严选车,4.53,原价4.69万,2015-03,9.39万公里,国四,1.5,0次过户,2021-3,2020-2,已过期,1.5T 163马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/cq/14ca7423800e147bx.htm
奥迪A6L 2016款 30 FSI 舒适型,严选车,¥28.93,新车指导价50.90万(含税),2016-09,2.64万公里,国五,2.5,0次过户,2020-9,2019-9,已过期,2.5L 204马力 V6,8档无级变速箱(CVT),https://www.guazi.com/cd/03d992bb568e5ad6x.htm
别克 君越 2014款 2.0T SIDI 精英技术型,严选车,¥12.81,新车指导价29.30万(含税),2014-11,5.51万公里,国五,2.0,0次过户,2020-11,2019-7,已过期,2.0T 254马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/9430510f2698f03cx.htm
东风风行 景逸S50 2017款 1.5L 手动精英型,严选车,4.37,原价4.54万,2019-05,0.01万公里,国五,1.5,0次过户,2021-5,2020-5,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/mianyang/e1bbc563cec87677x.htm
东风风行 景逸X6 2017款 劲享系列 1.5T CVT尊贵型,严选车,6.80,原价7.31万,2017-12,1.77万公里,国五,1.5,0次过户,2019-12,2019-11,2019-11,1.5T 150马力 L4,8档无级变速箱(CVT),https://www.guazi.com/cq/1e1ff7bb60b42d45x.htm
猎豹CS10 2017款 2.0T 手动风尚型,严选车,6.19,原价6.51万,2017-02,3.05万公里,国五,2.0,0次过户,2021-2,2020-1,已过期,2.0T 177马力 L4,6档手动变速箱(MT),https://www.guazi.com/cq/9a9c7fd691a3c53dx.htm
现代ix25 2015款 2.0L 自动两驱智能型GLS,严选车,¥8.72,新车指导价18.10万(含税),2015-10,3.66万公里,国四,2.0,0次过户,2019-10,2019-9,2019-9,2.0L 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/68001da9c59d4516x.htm
宝骏560 2015款 1.8L 手动豪华型,严选车,4.59,原价4.71万,2015-10,6.23万公里,国四,1.8,0次过户,2019-10,2019-10,已过期,1.8L 137马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/7b07616ae39c2ad9x.htm
大众 途观 2015款 1.8TSI 自动两驱豪华型,严选车,13.55,原价14.68万,2015-09,5.2万公里,国五,1.8,0次过户,2019-9,2019-9,2019-9,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cq/67a7138b38aaaa33x.htm
大众 捷达 2013款 1.6L 手动舒适型,,¥4.50,新车指导价10.70万(含税),2013-10,3.18万公里,国四,1.6,1次过户,2019-10,2019-10,已过期,1.6L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/a0610e64b6daac13x.htm
大众 途观 2010款 1.8TSI 自动两驱风尚版,严选车,¥9.14,新车指导价25.40万(含税),2011-05,6.38万公里,国四,1.8,0次过户,2020-5,2020-5,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/fc0914f56c1f1b95x.htm
东南 V6菱仕 2014款 1.5L 手动豪华女性版,严选车,2.89,原价3.11万,2014-11,7.82万公里,国四,1.5,0次过户,2020-11,2019-11,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/cd/f8ea02572ec119b0x.htm
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型,严选车,¥11.26,新车指导价15.20万(含税),2019-01,0.44万公里,国五,1.5,0次过户,2021-1,2020-1,已过期,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/ba2d647e3151360dx.htm
大众 途观 2013款 1.8TSI 自动四驱舒适版,严选车,¥12.31,新车指导价27.70万(含税),2014-01,10.89万公里,国四,1.8,1次过户,2020-1,2020-1,已过期,1.8T 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/8dbe810322865316x.htm
雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,严选车,4.23,原价4.35万,2015-02,3.17万公里,国五,1.5,0次过户,2021-2,2020-1,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/mianyang/ebf7ae0a710ba72fx.htm
标致3008 2013款 2.0L 手动经典版,严选车,5.43,原价5.49万,2014-03,11.33万公里,国四,2.0,0次过户,2020-3,2020-3,已过期,2.0L 147马力 L4,5档手动变速箱(MT),https://www.guazi.com/cq/b5d49a2b10ae36e8x.htm
本田 凌派 2013款 1.8L 自动豪华版,严选车,¥8.65,新车指导价14.60万(含税),2014-02,7.5万公里,国四,1.8,1次过户,2020-2,2020-1,已过期,1.8L 139马力 L4,5档自动变速箱(AT),https://www.guazi.com/yibin/ff1d0ccacb4f0ab9x.htm
Jeep 指南者 2014款 改款 2.4L 四驱舒适版(进口),严选车,9.99,原价10.07万,2015-05,4.39万公里,国四,2.4,2次过户,2019-5,2020-5,已过期,2.4L 170马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/e0c520b6336921b5x.htm
吉利 豪情SUV 2014款 2.4L 自动两驱尊贵型,严选车,¥5.90,新车指导价16.60万(含税),2015-05,5.53万公里,国五,2.4,1次过户,2021-5,2020-5,已过期,2.4L 162马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/cd/4c09682f004ef044x.htm
大众 凌渡 2018款 230TSI DSG风尚版,严选车,11.26,原价11.49万,2018-04,2.54万公里,国五,1.4,0次过户,2020-4,2020-4,已过期,1.4T 131马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/cq/53af9a2f9373be83x.htm
福特 福克斯 2011款 两厢 1.8L 自动时尚型,严选车,3.93,原价3.95万,2011-11,7.03万公里,国四,1.8,0次过户,2019-11,2019-11,已过期,1.8L 124马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/cq/43fccee7feda4b09x.htm
马自达 昂克赛拉 2014款 三厢 1.5L 自动豪华型,降价急售,¥9.50,新车指导价15.10万(含税),2017-01,2.71万公里,国五,1.5,0次过户,2021-1,2019-12,已过期,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/xa/1a2f8d85e2f52852x.htm
